Raw value,Corresponding cumulative value,Corresponding logistic value,Fractional area,Training omission,Test omission
2.39011E-3,19.033708432,0.309238411,0.010542019,0,0
2.39429E-3,19.27313726,0.309611703,0.010442566,0,0
2.43482E-3,19.516619491,0.313211548,0.010343113,0,0
2.44231E-3,19.760850102,0.313872087,0.01024366,0,0
2.57627E-3,20.018476845,0.325484538,0.010144207,0,0
2.64647E-3,20.283123508,0.331414183,0.010044754,0,0
2.68028E-3,20.551151785,0.334233545,0.009945301,0,0
2.74587E-3,20.825738961,0.339634674,0.009845848,0,0
2.7538E-3,21.101118951,0.34028161,0.009746395,0,0
2.82746E-3,21.383864529,0.346231888,0.009646942,0,0
2.86345E-3,21.670209269,0.349100598,0.009547489,0,0
2.86431E-3,21.956639835,0.349168698,0.009448036,0,0
2.8978E-3,22.246419991,0.351815407,0.009348583,0,0
2.96691E-3,22.543110991,0.357208618,0.00924913,0,0
2.97419E-3,22.84053018,0.357771673,0.009149677,0,0
3.04178E-3,23.144708149,0.362951057,0.009050224,0,0
3.06303E-3,23.45101153,0.364562578,0.008950771,0,0
3.08033E-3,23.759044125,0.365867694,0.008851318,0,0
3.1364E-3,24.072683822,0.370062993,0.008751865,0,0
3.15938E-3,24.388621554,0.371766416,0.008652412,0,0
3.16835E-3,24.705456499,0.372428979,0.008552959,0,0
3.21977E-3,25.344268087,0.376199166,0.008354053,0,0
3.22186E-3,25.666454216,0.376351813,0.0082546,0,0
3.27281E-3,25.993734963,0.380041262,0.008155147,0,0
3.33177E-3,26.326911833,0.384257027,0.008055694,0,0
3.37507E-3,26.664418614,0.387316608,0.007956241,0,0
3.44311E-3,27.008729794,0.392063742,0.007856788,0,0
3.48137E-3,27.35686718,0.394700947,0.007757335,0,0
3.65703E-3,27.722570487,0.406520316,0.007657882,0,0
3.8407E-3,28.106640887,0.418394996,0.007558429,0,0
3.97425E-3,28.504066247,0.42673514,0.007458976,0,0
3.98052E-3,28.902118291,0.427120632,0.007359523,0,0
4.18601E-3,29.320718917,0.439479648,0.00726007,0,0
4.24922E-3,29.745640557,0.443174904,0.007160617,0,0
4.48943E-3,30.194583906,0.456784412,0.007061164,0.017857143,0
4.51697E-3,30.646281356,0.458302359,0.006961711,0.017857143,0
4.76298E-3,31.122579027,0.471493839,0.006862258,0.017857143,0
4.8135E-3,31.603928797,0.474123822,0.006762805,0.017857143,0
4.85192E-3,32.089120804,0.476106527,0.006663352,0.017857143,0
5.06886E-3,32.596007051,0.487026704,0.006563899,0.017857143,0
5.09202E-3,33.105209128,0.488165585,0.006464446,0.035714286,0
5.13991E-3,33.619199961,0.490504638,0.006364993,0.035714286,0
