trigo,,
trigo,,
trigo,-62.13616717980181,-36.46808200202584
trigo,-62.113245668305225,-36.41137414543654
trigo,-62.235227693344854,-36.62637057931261
trigo,-62.04075255234802,-36.484603377467984
trigo,-62.24027478528351,-36.62491832501088
trigo,-62.12165974089611,-36.428821447067364
trigo,-62.17311084344031,-36.45413910423898
trigo,-62.04284303538854,-36.546437357493794
trigo,-62.04420835529893,-36.54084790470532
trigo,-62.06051391947999,-36.5458484524806
trigo,-62.01153853154221,-36.51460361299576
trigo,-61.97224223458043,-36.56947487306077
trigo,-62.194046684926136,-36.38038850577449
trigo,-62.06051500060135,-36.545806562158795
trigo,-62.09657234987471,-36.531737233295914
trigo,-62.044209688240684,-36.540813899261195
trigo,-62.12678713060392,-36.48030618585827
trigo,-62.16731767266803,-36.397495229474345
trigo,-62.04593328556428,-36.49368917828028
trigo,-61.980065537116246,-36.57221030865838
trigo,-62.11117274996617,-36.42130593432456
trigo,-62.07914507885301,-36.53069366373519
trigo,-62.12003007571615,-36.48489565097485
trigo,-62.14742488286911,-36.519837390925844
trigo,-62.129861556950985,-36.42175722455656
trigo,-62.121740418227105,-36.42877937701673
trigo,-62.12967247730983,-36.41804783147032
trigo,-62.13033,-36.418368
trigo,-62.12569336637256,-36.426175762311196
trigo,-62.001063575366786,-36.635380356198716
trigo,-61.73795246765421,-36.65937259550825
trigo,-61.72772551830023,-36.66524956928864
trigo,-62.12518546447882,-36.505705598575545
trigo,-62.04021280040456,-36.54417470025376
trigo,-62.137449374378505,-36.42754849409636
trigo,-62.173024634913205,-36.45409078731586
trigo,-62.16447396476529,-36.46979135251109
trigo,-62.17010989370135,-36.47475698810738
trigo,-62.16868532328441,-36.47110824934171
trigo,-62.16944733333334,-36.47169866666666
trigo,-62.166733,-36.469588
trigo,-62.167964,-36.470545666666666
trigo,-62.17089072060579,-36.4004371629799
trigo,-62.23616925793314,-36.62683555516893
trigo,-62.091624310132154,-36.51333856834114
trigo,-62.118604476343094,-36.49304877086118
trigo,-62.111650500107224,-36.487734101161294
trigo,-62.118863770773594,-36.44545013160567
trigo,-62.14275479763565,-36.534896257294086
trigo,-61.97186411421677,-36.579522191267024
trigo,-62.09751569418822,-36.56146599066484
trigo,-62.08120895271017,-36.508660429889
trigo,-62.096721906123676,-36.53231413967168
trigo,-62.05425033367831,-36.54320401689694
trigo,-62.16641989116952,-36.47562421538621
trigo,-61.971831558980476,-36.579478110527674
trigo,-62.087201907844864,-36.509870754728084
trigo,-62.10627901336923,-36.41724293184804
trigo,-62.134064642875856,-36.46740891177655
trigo,-62.1518073871941,-36.48785771985374
trigo,-62.10596556862005,-36.468976011683125
trigo,-62.09261958814369,-36.514038945316415
trigo,-62.16686661047393,-36.46666353366529
trigo,-62.188520200317065,-36.46867749277567
trigo,-62.10612270257751,-36.41732009150098
trigo,-62.14636383891933,-36.52429556118822
