cebada,-62.18270350648757,-36.447308623761586
cebada,-62.177431,-36.446095
cebada,-62.04107575887997,-36.54340719718174
cebada,-62.00320631401431,-36.70746557663648
cebada,-62.068197927486416,-36.54823384074832
cebada,-62.07498298112665,-36.49103623632946
cebada,-61.793568255178,-36.65076867618654
cebada,-62.178146738925655,-36.3470952759292
cebada,-62.07841005085077,-36.506720205380105
cebada,-62.131830747197924,-36.483710896388594
cebada,-62.11945357172491,-36.444374467445144
cebada,-62.078325055338304,-36.50672485370973
cebada,-62.154889774837905,-36.53906461124063
cebada,-61.834928886987925,-36.69323998136475
cebada,-62.17757239996643,-36.39938852464951
cebada,-62.09707334458471,-36.43155670250065
cebada,-62.105211,-36.428548
cebada,-62.10985830139765,-36.42936969810508
cebada,-62.13377580083473,-36.42572642543965
cebada,-62.08510556975079,-36.55922165964787
cebada,-62.07320318693599,-36.505164972089325
cebada,-62.15340793448106,-36.52800837366696
cebada,-62.06803898903445,-36.548360205184906
cebada,-62.066832800451834,-36.50198082362674
cebada,-62.24683047186278,-36.36523475682494
cebada,-62.25293924941752,-36.35918573492952
cebada,-62.177651682908255,-36.45765213001539
cebada,-62.1435581787953,-36.534187989715285
cebada,-62.115498564296324,-36.47461667307699
cebada,-62.150568349605344,-36.46405420628134
cebada,-62.09911903218522,-36.42714747612596
cebada,-62.17214223961788,-36.45978852010876
cebada,-61.996114875962995,-36.715030087346086
cebada,-62.2025040398196,-36.363516916793806
cebada,-62.182653897313216,-36.447370384814654
cebada,-62.05090547967492,-36.5459980909001
cebada,-62.05372968458004,-36.50083197229458
cebada,-62.11197435767191,-36.514933636331534
cebada,-62.10937478878505,-36.51815084541754
cebada,-62.066850857545724,-36.5020000844163
cebada,-62.16603050318266,-36.47541255244819
cebada,-62.06817125377822,-36.54829796130933
cebada,-62.06682947158773,-36.5019203585198
cebada,-62.07751215492704,-36.50564811267822
cebada,-62.076924999999996,-36.506150999999996
cebada,-62.07661538889076,-36.50641411110949
cebada,-62.075806,-36.507113
cebada,-62.07462582518554,-36.508112458553676
cebada,-62.073923,-36.508705
cebada,-62.083782915102766,-36.56939882482352
cebada,-62.00394758579807,-36.637784533334255
cebada,-62.109446372777285,-36.518153269233956
cebada,-62.24678876503857,-36.628823631737525
cebada,-62.2515954177457,-36.36042869038681
cebada,-62.06974338784416,-36.49306045870485
cebada,-62.26038565658243,-36.62277708763986
cebada,-62.257401276239285,-36.62408827254762
cebada,-62.17945676474549,-36.4761631168135
cebada,-62.10998933321249,-36.42855268288652
cebada,-62.09907753699403,-36.427160856557705
cebada,-62.00676731282235,-36.640082430829274
cebada,-62.17191030115052,-36.461462001354235
cebada,-62.066838183376,-36.547364560385546
cebada,-62.06969011616671,-36.54618335858528
cebada,-62.07173666505055,-36.54727515047867
cebada,-62.06975356485059,-36.54773524975805
cebada,-62.07050600002532,-36.54607674997105
cebada,-62.07024313692214,-36.54573653728613
cebada,-62.31320837090279,-36.2874536626926
cebada,-62.17376574601402,-36.40265056505499
cebada,-62.1720547759423,-36.47937049205143
cebada,-62.30912431725275,-36.39447421583879
cebada,-62.19418371076149,-36.38044249469616
cebada,-62.04756737195286,-36.53803315987612
cebada,-62.144317301939466,-36.490493058933936
cebada,-62.140220946478784,-36.46377685634206
cebada,-62.22705540498229,-36.35364264472306
cebada,-62.18259600789834,-36.44735548150343
cebada,-62.09829103408456,-36.51980092465202
cebada,-62.06973585686398,-36.4930187179575
cebada,-62.07485599784621,-36.49110998048532
cebada,-62.08108314372851,-36.56339671844855
cebada,-62.318036257875946,-36.37989569594987
cebada,-62.30825404310482,-36.39341031505629
cebada,-62.194247301699235,-36.381514966835205
cebada,-62.23539015140353,-36.34721240449459
cebada,-62.17601073733284,-36.462939936469496
cebada,-62.079748342648664,-36.55832408336814
cebada,-62.0812433943742,-36.56375807323641
cebada,-62.1550783653713,-36.470678937798624
cebada,-62.09827151383888,-36.519822854580596
cebada,-62.13267001467949,-36.47344385602436
cebada,-62.096467120128516,-36.53168871791956
cebada,-62.17029154772477,-36.46293284578429
cebada,-62.14425083938097,-36.49044629692854
cebada,-62.11629226138735,-36.31501811375438
cebada,-62.084360351613945,-36.56898382823641
cebada,-62.227127158485494,-36.35355843869829
cebada,-62.227127158485494,-36.35355843869829
cebada,-62.184747019425096,-36.4615005498974
cebada,-62.069536095522906,-36.49289633857701
cebada,-62.08111841326363,-36.57154440017777
cebada,-62.08315212440875,-36.57180213213087
cebada,-62.17454128430351,-36.39707853994223
cebada,-62.14886717298579,-36.49043032494733
cebada,-62.17708677293249,-36.46427611719897
cebada,-62.17356574628519,-36.461570819989035
cebada,-62.17972542930758,-36.46556107888612
cebada,-62.187022563971226,-36.46204215793366
cebada,-61.98470297972456,-36.44485800236085
cebada,-62.10994566324145,-36.42855790756531
cebada,-62.09912410400882,-36.42713169405585
cebada,-62.10024855369352,-36.46668839266276
cebada,-62.09405855957758,-36.4677835676712
cebada,-61.98470812988648,-36.44487556533967
cebada,-62.146499793416496,-36.4578774463447
cebada,-62.15349807116319,-36.52790202104042
cebada,-62.097237879842,-36.561147222742576
cebada,-62.09704300193268,-36.43142831605307
cebada,-62.044199775846664,-36.54083519161565
cebada,-62.18250050861012,-36.44739318281904
cebada,-62.11794852338276,-36.31477865325455
cebada,-62.117336652734224,-36.31813653299129
cebada,-62.11559114992399,-36.31196190248613
cebada,-62.111997990165904,-36.3114987890339
cebada,-62.09906104208455,-36.427204437044566
cebada,-62.110052412658774,-36.42808421334291
cebada,-62.0991164299278,-36.46669028114931
cebada,-62.11926159467817,-36.444216969834606
cebada,-62.10990716774475,-36.428663401486745
cebada,-62.24253996224065,-36.61259425168148
cebada,-62.07955804576136,-36.547770909306806
cebada,-62.081082694073594,-36.56340901443487
cebada,-62.17627840315163,-36.46329853826194
cebada,-62.15068215348057,-36.46403960126995
cebada,-61.76662072885953,-36.674243361584765
cebada,-62.088224283931744,-36.53837152827991
cebada,-62.045858481931795,-36.4932443135172
cebada,-62.170212651984706,-36.46286040372203
