maiz,,
maiz,,
maiz,-62.099397995973966,-36.50341059041987
maiz,-62.06207057688432,-36.55239898728738
maiz,-62.00521888025512,-36.513947845746074
maiz,-62.01797357165935,-36.51171910355865
maiz,-62.11159851840553,-36.49226337437302
maiz,-62.074935430010534,-36.54449989081297
maiz,-62.11189150973477,-36.55993379154916
maiz,-62.12570156602152,-36.483702913374565
maiz,-62.18161891719069,-36.47075172289163
maiz,-62.179958634266754,-36.466014628215056
maiz,-61.98327936861368,-36.45302729603828
maiz,-62.31609752031557,-36.373524666446954
maiz,-62.185561505361456,-36.466260621695476
maiz,-62.17348954483326,-36.454739722199584
maiz,-62.050929554228624,-36.50228859822682
maiz,-62.10936473503947,-36.494717236203286
maiz,-62.101891725772354,-36.4844916416033
maiz,-62.05089847639951,-36.54591169020113
maiz,-62.16736908189996,-36.397461362165615
maiz,-61.79519731953742,-36.651867206342125
maiz,-62.15245023197596,-36.54249433004678
maiz,-62.14362836346002,-36.52286060710498
maiz,-62.04431984226742,-36.55153825570045
maiz,-62.17087216323145,-36.400412039498036
maiz,-62.04427275482065,-36.5516103158052
maiz,-62.088919485648574,-36.555616401589596
maiz,-62.16725750435776,-36.39748012873759
maiz,-62.08454756358954,-36.48858063940615
maiz,-62.09178742986151,-36.55101436886182
maiz,-62.10913809243911,-36.50774362936235
maiz,-61.97532920480535,-36.44838587001113
maiz,-62.111369935971105,-36.55990313164017
maiz,-62.109194688129364,-36.54224164333462
maiz,-62.11064739848523,-36.50664938459725
maiz,-61.983392032848215,-36.45300078790293
maiz,-62.064605625796126,-36.48334431741791
maiz,-62.07498709620133,-36.54448068368927
maiz,-62.075030747000106,-36.55221465804132
maiz,-62.17092185719973,-36.400481750430615
maiz,-62.15615894982867,-36.53109334406961
maiz,-61.83635875670377,-36.69465535832173
maiz,-62.07559666760416,-36.56657916637747
maiz,-62.07159004094565,-36.558344271177106
maiz,-62.17681294594111,-36.453783688392754
maiz,-62.10424993260701,-36.49797357226739
maiz,-62.322904334873044,-36.36818770049463
maiz,-62.05573844991271,-36.49890163064918
maiz,-62.08780400929569,-36.5260172047122
maiz,-62.088963548122486,-36.555666375034356
maiz,-62.06702145015496,-36.49585354377864
maiz,-62.1017816000624,-36.541517319306706
maiz,-62.12050303724632,-36.4853237819697
maiz,-62.151884256592886,-36.46038824989829
maiz,-62.23316730052747,-36.62111898628207
maiz,-62.16380955646527,-36.395533832054504
maiz,-62.13305439199341,-36.49918088482503
maiz,-62.16822986710465,-36.39621227619435
maiz,-62.135677609783144,-36.52961901634013
maiz,-62.13405609139651,-36.48738938134697
maiz,-62.311911226390094,-36.289841315237055
maiz,-61.98341224464941,-36.45301193525983
maiz,-62.07360670747741,-36.49751369808523
maiz,-62.062367568580875,-36.494655149141224
maiz,-62.122195261750704,-36.551273982461915
maiz,-62.19190180720484,-36.383674235093906
maiz,-62.15863575784743,-36.46757357230698
maiz,-62.10413141716766,-36.56570401236562
maiz,-62.08696314415314,-36.492837951606795
maiz,-62.10270271360819,-36.54762143026026
maiz,-62.135014431454316,-36.47255060138165
maiz,-62.115500854529046,-36.42572346456436
maiz,-62.060900203379106,-36.49498280081963
maiz,-62.03626988990649,-36.53126421824673
maiz,-62.08295475755623,-36.56420921799191
maiz,-62.037506221231155,-36.51430105797865
maiz,-62.10626009322472,-36.417210021830336
maiz,-61.83550771665644,-36.69373188059415
maiz,-62.074981366291794,-36.55212656842843
maiz,-61.977527249438886,-36.575089870494615
maiz,-62.11469000454972,-36.490107717773405
maiz,-62.10413141716766,-36.56570401236562
maiz,-62.08944773237944,-36.50114915544638
maiz,-62.088612194028094,-36.49446349255225
maiz,-62.10421943310048,-36.497948232323346
maiz,-62.09971008250222,-36.526587611759744
maiz,-61.98933205760743,-36.448232971583074
maiz,-62.109789035226214,-36.47821321187275
maiz,-62.115525538974886,-36.425655195523255
maiz,-62.167738,-36.3945
maiz,-62.16390140920934,-36.39554787919871
maiz,-62.12214171819641,-36.42009828446194
maiz,-62.14026701562224,-36.46374813645547
