Raw value,Corresponding cumulative value,Corresponding logistic value,Fractional area,Training omission,Test omission
1.09937E-2,65.856009969,0.619717943,0.003073872,0.647058824,0
1.10149E-2,66.957501988,0.620171885,0.002974715,0.658823529,0
1.10321E-2,68.060715574,0.620539693,0.002875558,0.670588235,0
1.10657E-2,70.270499296,0.621254766,0.002677243,0.694117647,0
1.10738E-2,71.377880801,0.621427214,0.002578086,0.705882353,0
1.10777E-2,72.485650087,0.621509578,0.002478929,0.717647059,0
1.11164E-2,73.597293082,0.622330378,0.002379772,0.729411765,0
1.11171E-2,74.709005639,0.622345085,0.002280615,0.741176471,0
1.11215E-2,75.821159622,0.622438386,0.002181458,0.752941176,0
1.11341E-2,78.046719505,0.622702743,0.001983143,0.776470588,0
1.11951E-2,79.16623247,0.623987031,0.001883986,0.788235294,0
1.12489E-2,80.291125141,0.625111138,0.001784829,0.8,0
1.12518E-2,81.416308182,0.62517162,0.001685672,0.811764706,0
1.12735E-2,82.543661137,0.625622985,0.001586515,0.823529412,0
1.12897E-2,83.672631414,0.625958699,0.001487357,0.835294118,0
1.14041E-2,84.813045817,0.628317104,0.0013882,0.847058824,0
1.14261E-2,85.955657563,0.628766533,0.001289043,0.858823529,0
1.14626E-2,87.101919669,0.629510754,0.001189886,0.870588235,0
1.15035E-2,89.398531424,0.630340573,0.000991572,0.894117647,0
1.15244E-2,90.550973123,0.630763847,0.000892414,0.905882353,0
1.16007E-2,92.863486981,0.632299499,0.0006941,0.929411765,0
1.16841E-2,94.03190006,0.633963586,0.000594943,0.941176471,0
1.17248E-2,95.204383038,0.634770111,0.000495786,0.952941176,0
1.18067E-2,96.385048392,0.63638089,0.000396629,0.964705882,0
1.18631E-2,97.571354493,0.637483077,0.000297471,0.976470588,0
1.21026E-2,98.781619164,0.642091002,0.000198314,0.988235294,0
1.21838E-2,100,0.643625526,0.000099157,1,0
