X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-62.03932051635122,-36.49758986617912,train,0.003909257008281734,46.94736531711538,0.5421278315601208
-61.978970842715064,-36.45017332850798,train,0.003856106644101472,24.772333675141283,0.5387278941877723
-61.98339111121187,-36.453026385398196,train,0.003856106644101472,24.772333675141283,0.5387278941877723
-62.1440130477726,-36.490395376208355,train,0.003940553166337786,91.66959553808323,0.5441064495561949
-62.10158193042895,-36.51469324428433,train,0.003909257008281734,46.94736531711538,0.5421278315601208
-62.14275070946511,-36.53488852310393,train,0.003940553166337786,91.66959553808323,0.5441064495561949
-61.97454801444706,-36.44605981221473,train,0.003856106644101472,24.772333675141283,0.5387278941877723
-61.98491023519973,-36.44977135669155,train,0.003856106644101472,24.772333675141283,0.5387278941877723
-62.14403149737925,-36.479760828702275,train,0.003940553166337786,91.66959553808323,0.5441064495561949
-62.15397806125753,-36.383695368412646,train,0.003880687281140921,26.31726019468737,0.5403065297992361
-62.14760169674971,-36.3854194306648,train,0.003880687281140921,26.31726019468737,0.5403065297992361
-62.11114567649771,-36.42122094996995,train,0.00389647232231568,45.7768939758667,0.5413146033069816
-62.080519701677844,-36.48676501194446,train,0.00395348248562889,99.1811226669561,0.544918889284683
-62.078152355981295,-36.481515112317624,train,0.003940553166337786,91.66959553808323,0.5441064495561949
-62.08718184670698,-36.483856018128016,train,0.00395348248562889,99.1811226669561,0.544918889284683
-62.15620506359454,-36.51328067620676,train,0.0034598911326023316,13.054776744838858,0.5116982597167425
-61.99682621524732,-36.712419170649206,train,0.003791561314411158,20.937279448115458,0.5345305319652883
-62.19424942784416,-36.38149035093344,train,0.003880687281140921,26.31726019468737,0.5403065297992361
-62.06464128789579,-36.48331746395913,train,0.003940553166337786,91.66959553808323,0.5441064495561949
-62.04115681906152,-36.543364276174316,train,0.00395348248562889,99.1811226669561,0.544918889284683
-62.09432351591918,-36.478747920394525,train,0.003940553166337786,91.66959553808323,0.5441064495561949
-62.12783596155231,-36.422851973469854,train,0.00389647232231568,45.7768939758667,0.5413146033069816
-62.17721900835082,-36.45504616082314,train,0.003940553166337786,91.66959553808323,0.5441064495561949
-62.0929289283448,-36.57893077626896,train,0.003909257008281734,46.94736531711538,0.5421278315601208
-62.09989844841737,-36.57294176617198,train,0.003909257008281734,46.94736531711538,0.5421278315601208
-62.10601850630132,-36.417266325498936,train,0.00389647232231568,45.7768939758667,0.5413146033069816
-62.15866081083058,-36.46758815632685,train,0.003940553166337786,91.66959553808323,0.5441064495561949
-62.17398000109464,-36.39962332487482,train,0.003880687281140921,26.31726019468737,0.5403065297992361
-62.17209310283163,-36.402552865931916,train,0.003880687281140921,26.31726019468737,0.5403065297992361
-62.31608496689921,-36.37351438618518,train,0.0023415521211100103,4.904766918033382,0.4149300319913368
-62.18868014577773,-36.45810924301867,train,0.00389647232231568,45.7768939758667,0.5413146033069816
-62.17069697934271,-36.31903633121878,train,0.003880687281140921,26.31726019468737,0.5403065297992361
-62.15942328920563,-36.53881306188356,train,0.0034211871956392236,11.678488842466344,0.5088870839137898
-62.09119911237916,-36.552115006181815,train,0.003909257008281734,46.94736531711538,0.5421278315601208
-62.17203306200567,-36.47934753726224,train,0.003940553166337786,91.66959553808323,0.5441064495561949
-62.18439086278518,-36.47117164614437,train,0.00389647232231568,45.7768939758667,0.5413146033069816
-62.091883174727805,-36.53517605724671,train,0.003909257008281734,46.94736531711538,0.5421278315601208
-62.15072270824333,-36.52535733210262,train,0.003940553166337786,91.66959553808323,0.5441064495561949
-62.23610390767546,-36.62678098596445,train,0.002892220600862359,7.771523244972475,0.46694553950356626
-62.25213482751914,-36.35991517461721,train,0.0037884086044608174,16.38943920975062,0.5343235546630762
-62.16686540454063,-36.466625156682646,train,0.003940553166337786,91.66959553808323,0.5441064495561949
-62.00977518885588,-36.642489125133054,train,0.003834455298783535,22.851605226739796,0.5373283771917006
-61.966235003696156,-36.57491677642518,train,0.003909257008281734,46.94736531711538,0.5421278315601208
-62.168516104211136,-36.45791973640139,train,0.003940553166337786,91.66959553808323,0.5441064495561949
-62.144690288767606,-36.406683370452036,train,0.003880687281140921,26.31726019468737,0.5403065297992361
-62.10385590796971,-36.52349884754071,train,0.003909257008281734,46.94736531711538,0.5421278315601208
-62.097229747348,-36.56112659488223,train,0.003909257008281734,46.94736531711538,0.5421278315601208
-61.9873847676426,-36.71901155470452,train,0.003791561314411158,20.937279448115458,0.5345305319652883
-61.98978883158654,-36.72552591809292,train,0.003791561314411158,20.937279448115458,0.5345305319652883
-61.991892333333325,-36.71842866666666,train,0.003791561314411158,20.937279448115458,0.5345305319652883
-62.25800882483091,-36.62308861037984,train,0.002892220600862359,7.771523244972475,0.46694553950356626
-62.2479945,-36.6224955,train,0.002892220600862359,7.771523244972475,0.46694553950356626
-62.10192188521592,-36.48448541518964,train,0.00389647232231568,45.7768939758667,0.5413146033069816
-62.15251589086642,-36.542458344165695,train,0.003940553166337786,91.66959553808323,0.5441064495561949
-62.17869571305399,-36.34713546452443,train,0.0037884086044608174,16.38943920975062,0.5343235546630762
-61.97997057227061,-36.572179020740144,train,0.003909257008281734,46.94736531711538,0.5421278315601208
-61.770464440873724,-36.63697455898986,train,0.003145416167700785,8.71217540809771,0.48788004061668666
-62.087944206114294,-36.57692563711718,train,0.003909257008281734,46.94736531711538,0.5421278315601208
-62.0837468172173,-36.56941776641569,train,0.003909257008281734,46.94736531711538,0.5421278315601208
-62.065527896761,-36.49931030103955,train,0.00395348248562889,99.1811226669561,0.544918889284683
-62.1402733585677,-36.46376315567381,train,0.003940553166337786,91.66959553808323,0.5441064495561949
-62.050872009808344,-36.54595745007903,train,0.003909257008281734,46.94736531711538,0.5421278315601208
-62.15423499024047,-36.51809846316134,train,0.003940553166337786,91.66959553808323,0.5441064495561949
-62.09910828641084,-36.42713508467696,train,0.0038869772987448307,32.13879611685335,0.5407087571465413
-62.11708044037894,-36.446456617483626,train,0.00389647232231568,45.7768939758667,0.5413146033069816
-62.08515604948827,-36.53061878737562,train,0.003909257008281734,46.94736531711538,0.5421278315601208
-62.103489533787474,-36.53735970097594,train,0.003909257008281734,46.94736531711538,0.5421278315601208
-62.18522663885561,-36.345724137363625,train,0.0037460297196352534,15.255204447662944,0.5315233811046599
-62.079503874136,-36.54789577958299,train,0.003909257008281734,46.94736531711538,0.5421278315601208
-62.11005492546454,-36.51826082615808,train,0.00389647232231568,45.7768939758667,0.5413146033069816
-62.01132244884191,-36.514654626081544,train,0.003909257008281734,46.94736531711538,0.5421278315601208
-62.17953101514427,-36.46110597584207,train,0.003940553166337786,91.66959553808323,0.5441064495561949
-62.11967589783431,-36.49992785666761,train,0.00389647232231568,45.7768939758667,0.5413146033069816
-62.112181922194154,-36.50509653711935,train,0.00389647232231568,45.7768939758667,0.5413146033069816
-62.11343863418074,-36.411229749183136,train,0.00389647232231568,45.7768939758667,0.5413146033069816
-62.13512599291957,-36.4162949269655,train,0.003940553166337786,91.66959553808323,0.5441064495561949
-62.10927924722992,-36.49468358765352,train,0.00389647232231568,45.7768939758667,0.5413146033069816
-62.07915446385934,-36.530678469288304,train,0.003909257008281734,46.94736531711538,0.5421278315601208
-62.10915257422374,-36.542092810094644,train,0.003909257008281734,46.94736531711538,0.5421278315601208
-62.07459928656552,-36.49120997831294,train,0.00395348248562889,99.1811226669561,0.544918889284683
-61.74155326809577,-36.65452367859381,train,0.002656505091149508,5.170411497669063,0.44585708463601204
-62.24255901663167,-36.61252391691041,train,0.002882761992219273,5.74702894443152,0.46613027719553507
-62.12570008351532,-36.483696910777134,train,0.00389647232231568,45.7768939758667,0.5413146033069816
-62.24050868241761,-36.62475627835713,train,0.002892220600862359,7.771523244972475,0.46694553950356626
-62.08447235348395,-36.541577914997546,train,0.003909257008281734,46.94736531711538,0.5421278315601208
-62.0681850196356,-36.54823157580645,train,0.003909257008281734,46.94736531711538,0.5421278315601208
-62.07054896534132,-36.54048930051474,train,0.003909257008281734,46.94736531711538,0.5421278315601208
-62.06491633333333,-36.540583999999996,train,0.003909257008281734,46.94736531711538,0.5421278315601208
-62.036221829929985,-36.531291605445475,train,0.00395348248562889,99.1811226669561,0.544918889284683
-62.17880678060787,-36.48243015215428,train,0.003940553166337786,91.66959553808323,0.5441064495561949
-62.04883855516263,-36.4981964228445,train,0.00395348248562889,99.1811226669561,0.544918889284683
-62.09971008250222,-36.526587611759744,train,0.003909257008281734,46.94736531711538,0.5421278315601208
-62.133940484984315,-36.49898526338283,train,0.003940553166337786,91.66959553808323,0.5441064495561949
-61.97726450529296,-36.59489322276035,train,0.003909257008281734,46.94736531711538,0.5421278315601208
-62.18218354186229,-36.467684010655596,train,0.003940553166337786,91.66959553808323,0.5441064495561949
-62.121619364113826,-36.42883463592178,train,0.00389647232231568,45.7768939758667,0.5413146033069816
-62.19186511722731,-36.38362437894615,train,0.003880687281140921,26.31726019468737,0.5403065297992361
-62.15174829809551,-36.483760641062034,train,0.003940553166337786,91.66959553808323,0.5441064495561949
-62.23555871885479,-36.347326953705796,train,0.0037884086044608174,16.38943920975062,0.5343235546630762
-62.12711089938663,-36.48128056713975,train,0.00389647232231568,45.7768939758667,0.5413146033069816
-62.01664242606838,-36.51918800696066,train,0.003909257008281734,46.94736531711538,0.5421278315601208
-62.11469026083712,-36.49011853920588,train,0.00389647232231568,45.7768939758667,0.5413146033069816
-62.11311333364633,-36.47424357487077,train,0.00389647232231568,45.7768939758667,0.5413146033069816
-62.18555026891205,-36.46624553633077,train,0.00389647232231568,45.7768939758667,0.5413146033069816
-62.092135226703846,-36.549272666019434,train,0.003909257008281734,46.94736531711538,0.5421278315601208
-62.10217080660067,-36.52511420970037,train,0.003909257008281734,46.94736531711538,0.5421278315601208
-62.11980633719182,-36.42297222465177,train,0.00389647232231568,45.7768939758667,0.5413146033069816
-61.971864020548644,-36.57938627651525,train,0.003909257008281734,46.94736531711538,0.5421278315601208
-62.0590394466302,-36.487979385279715,train,0.00395348248562889,99.1811226669561,0.544918889284683
-62.084007210614985,-36.50768434845889,train,0.003909257008281734,46.94736531711538,0.5421278315601208
-62.081766746755974,-36.501465470996756,train,0.003909257008281734,46.94736531711538,0.5421278315601208
-62.136039626404056,-36.48801635669027,train,0.003940553166337786,91.66959553808323,0.5441064495561949
-62.047464007615794,-36.538094664102125,train,0.00395348248562889,99.1811226669561,0.544918889284683
-62.08625393034643,-36.4948278658542,train,0.003909257008281734,46.94736531711538,0.5421278315601208
-62.0940203712706,-36.489870697012435,train,0.00389647232231568,45.7768939758667,0.5413146033069816
-62.31349383486972,-36.28740319251776,train,0.003173756913271742,9.658683185162532,0.4901214076807969
-62.14485913892639,-36.471554428253015,train,0.003940553166337786,91.66959553808323,0.5441064495561949
-62.140678666666666,-36.46849866666666,train,0.003940553166337786,91.66959553808323,0.5441064495561949
-62.167240174463664,-36.47400323274869,train,0.003940553166337786,91.66959553808323,0.5441064495561949
-62.0851180800498,-36.559148866593574,train,0.003909257008281734,46.94736531711538,0.5421278315601208
-62.297673682982996,-36.292646709112134,train,0.004094422768371354,99.590557723,0.5535909081329525
-62.1825545489258,-36.4472737816357,train,0.003940553166337786,91.66959553808323,0.5441064495561949
-62.10411030322276,-36.56567957476793,train,0.003909257008281734,46.94736531711538,0.5421278315601208
-62.22887019112515,-36.35608444208614,train,0.0037884086044608174,16.38943920975062,0.5343235546630762
-62.077560914969915,-36.50896682639042,train,0.003909257008281734,46.94736531711538,0.5421278315601208
-62.153847478382374,-36.53482913587385,train,0.003940553166337786,91.66959553808323,0.5441064495561949
-62.32123439739308,-36.37750291819997,train,0.0022858724655594105,4.207887948643396,0.40909985584654984
-62.11849991319834,-36.50049323974988,train,0.0034211871956392236,11.678488842466344,0.5088870839137898
