Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Background points,CVPrecAnual contribution,IndiceProdSuelo contribution,PrecTrimHumedo contribution,PrecipAnual contribution,PrecipTrimMasCalido contribution,RadiacionFotActIncidenteAnual contribution,TemoMinMesMasFrio contribution,TempMediaAnual contribution,TempMesMasCalido contribution,CVPrecAnual permutation importance,IndiceProdSuelo permutation importance,PrecTrimHumedo permutation importance,PrecipAnual permutation importance,PrecipTrimMasCalido permutation importance,RadiacionFotActIncidenteAnual permutation importance,TemoMinMesMasFrio permutation importance,TempMediaAnual permutation importance,TempMesMasCalido permutation importance,Entropy,Prevalence (average of logistic output over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 logistic threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 logistic threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 logistic threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Minimum training presence cumulative threshold,Minimum training presence logistic threshold,Minimum training presence area,Minimum training presence training omission,10 percentile training presence cumulative threshold,10 percentile training presence logistic threshold,10 percentile training presence area,10 percentile training presence training omission,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity logistic threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity logistic threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value logistic threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions logistic threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission
colza,4,2.0319,2.2276,300,0.9689,10004,2.8031,14.3525,0.9821,27.5026,0.2702,0.0402,19.6404,14.8078,19.6010,11.3725,0.0000,2.1320,23.2641,4.8214,0.0000,0.6245,22.5323,35.2533,7.1747,0.0622,1.0000,0.0136,0.3519,0.0000,5.0000,0.0601,0.1863,0.0000,10.0000,0.1466,0.1222,0.0000,46.0025,0.5459,0.0314,0.0000,46.0025,0.5459,0.0314,0.0000,46.0025,0.5459,0.0314,0.0000,46.0025,0.5459,0.0314,0.0000,4.0501,0.0496,0.2079,0.0000,8.9938,0.1228,0.1305,0.0000
