Raw value,Corresponding cumulative value,Corresponding logistic value,Fractional area,Training omission,Test omission
6.27251E-4,33.512659012,0.450309782,0.047780888,0,0
6.31451E-4,33.764528065,0.451962384,0.047381048,0,0
6.38204E-4,34.018734484,0.454598665,0.046981208,0,0
6.44603E-4,34.275937493,0.457073307,0.046581367,0,0
6.46674E-4,34.534344994,0.457869386,0.046181527,0,0
6.51068E-4,34.794312618,0.459550985,0.045781687,0,0
6.62403E-4,35.057236006,0.463840519,0.045381847,0,0
6.72168E-4,35.257934248,0.467481718,0.045081967,0,0
6.78386E-4,35.528780521,0.469774667,0.044682127,0,0
6.8364E-4,35.801024741,0.47169703,0.044282287,0,0
6.89095E-4,36.007115265,0.473677811,0.043982407,0,0
6.9426E-4,36.283993774,0.475539831,0.043582567,0,0
6.98709E-4,36.563101044,0.47713316,0.043182727,0,0
7.04874E-4,36.774319326,0.479325374,0.042882847,0,0
7.11773E-4,37.057774894,0.481756712,0.042483007,0,0
7.15595E-4,37.272030266,0.483093805,0.042183127,0,0
7.20927E-4,37.559199657,0.484947816,0.041783287,0,0
7.26746E-4,37.776723887,0.486956091,0.041483407,0,0
7.37341E-4,38.070303627,0.490572601,0.041083567,0,0
7.39986E-4,38.365756914,0.491467415,0.040683727,0,0
7.44333E-4,38.514463924,0.492931164,0.040483806,0,0
7.51942E-4,38.814246783,0.495473742,0.040083966,0,0
7.6071E-4,39.041401307,0.498371896,0.039784086,0,0
7.62402E-4,39.269907325,0.498927094,0.039484206,0,0
7.70609E-4,39.500462798,0.501603935,0.039184326,0,0
7.77031E-4,39.810105006,0.503678801,0.038784486,0,0
7.85437E-4,40.0447231,0.506368516,0.038484606,0,0
7.91084E-4,40.281535809,0.508158868,0.038184726,0,0
7.98881E-4,40.520779785,0.510610235,0.037884846,0,0
8.01658E-4,40.761009441,0.511477143,0.037584966,0,0
8.07644E-4,41.002931019,0.51333596,0.037285086,0,0
8.20464E-4,41.32843269,0.517269492,0.036885246,0,0
8.22696E-4,41.57491891,0.517947825,0.036585366,0,0
8.27364E-4,41.822713722,0.519360161,0.036285486,0,0
8.29159E-4,42.071229939,0.519901299,0.035985606,0,0
8.33771E-4,42.320518444,0.52128565,0.035685726,0,0
8.39502E-4,42.571765806,0.522994814,0.035385846,0,0
8.43294E-4,42.824292655,0.524118927,0.035085966,0,0
8.46224E-4,43.078002999,0.524983986,0.034786086,0,0
8.54452E-4,43.332800238,0.527396322,0.034486206,0,0
8.56981E-4,43.503945785,0.528132952,0.034286285,0,0
8.59824E-4,43.761656131,0.52895814,0.033986405,0,0
8.76002E-4,44.02201735,0.533599961,0.033686525,0,0
8.79246E-4,44.285493291,0.534519888,0.033386645,0,0
8.90036E-4,44.551351597,0.537553469,0.033086765,0,0
8.96006E-4,44.81978636,0.53921471,0.032786885,0,0
9.01876E-4,45.089427001,0.540836693,0.032487005,0,0
9.07807E-4,45.270515659,0.542464133,0.032287085,0,0
9.13803E-4,45.543730996,0.544097518,0.031987205,0,0
9.17183E-4,45.818430927,0.545013183,0.031687325,0,0
9.20394E-4,46.002509693,0.545879698,0.031387445,0,0
9.26403E-4,46.279379023,0.547492413,0.031187525,0.5,0
9.34759E-4,46.558311993,0.549716019,0.030887645,0.75,0
9.41406E-4,46.840139977,0.551469281,0.030587765,0.75,0
9.46632E-4,47.029026434,0.552838315,0.030387845,1,0
9.5017E-4,47.313552586,0.553760301,0.030087965,1,0
9.53069E-4,47.504057914,0.554512898,0.029888045,1,0
9.58575E-4,47.79065357,0.555935557,0.029588165,1,0
9.62968E-4,48.079072978,0.557064165,0.029288285,1,0
9.66048E-4,48.272074623,0.557851888,0.029088365,1,0
9.75917E-4,48.563172566,0.560357291,0.028788485,1,0
9.82071E-4,48.759232987,0.561905351,0.028588565,1,0
9.89289E-4,49.055484094,0.563707124,0.028288685,1,0
9.90478E-4,49.253554595,0.56400248,0.028088764,1,0
1.00907E-3,49.554780194,0.56857041,0.027788884,1,0
1.01261E-3,49.757198106,0.56942885,0.027588964,1,0
1.03064E-3,50.065654622,0.573750131,0.027289084,1,0
1.03417E-3,50.272458078,0.574587374,0.027089164,1,0
1.05395E-3,50.58586071,0.579211353,0.026789284,1,0
1.05435E-3,50.79671482,0.579302645,0.026589364,1,0
1.05739E-3,51.008178218,0.580004081,0.026389444,1,0
1.0724E-3,51.328397149,0.583434892,0.026089564,1,0
1.07322E-3,51.543040019,0.583620203,0.025889644,1,0
1.08457E-3,51.759510442,0.586173885,0.025689724,1,0
1.09568E-3,52.087437343,0.58864361,0.025389844,1,0
1.10875E-3,52.30826848,0.591512478,0.025189924,1,0
1.11797E-3,52.531221628,0.593511311,0.024990004,1,0
1.14229E-3,52.759414253,0.598693088,0.024790084,1,0
1.15898E-3,53.104463226,0.602173563,0.024490204,1,0
1.15996E-3,53.336391359,0.602375495,0.024290284,1,0
1.16212E-3,53.568681205,0.602822493,0.024090364,1,0
1.16995E-3,53.802078642,0.604428393,0.023890444,1,0
1.17469E-3,54.036965641,0.605393755,0.023690524,1,0
1.18475E-3,54.273609968,0.607430934,0.023490604,1,0
1.19745E-3,54.512780995,0.609969733,0.023290684,1,0
1.1996E-3,54.752493325,0.610395438,0.023090764,1,0
1.20693E-3,55.1141021,0.611843323,0.022790884,1,0
1.21729E-3,55.356981222,0.613872263,0.022590964,1,0
1.22336E-3,55.601386446,0.615049949,0.022391044,1,0
1.22646E-3,55.846587615,0.615649544,0.022191124,1,0
1.23377E-3,56.092830932,0.617054922,0.021991204,1,0
1.23971E-3,56.340725562,0.618189584,0.021791283,1,0
1.24095E-3,56.58879161,0.618424006,0.021591363,1,0
1.24548E-3,56.837539131,0.619283421,0.021391443,1,0
1.25465E-3,57.08841182,0.621012701,0.021191523,1,0
1.26123E-3,57.340599516,0.622241739,0.020991603,1,0
1.26675E-3,57.593775494,0.623268873,0.020791683,1,0
1.28501E-3,57.849441756,0.626622935,0.020591763,1,0
1.29724E-3,58.108605378,0.628836704,0.020391843,1,0
1.30255E-3,58.368871187,0.629789586,0.020191923,1,0
1.30332E-3,58.6294895,0.629927877,0.019992003,1,0
1.30337E-3,58.75982606,0.629935458,0.019892043,1,0
1.31372E-3,59.021544826,0.631777579,0.019692123,1,0
1.31927E-3,59.285014676,0.632757879,0.019492203,1,0
1.33804E-3,59.552056347,0.63603472,0.019292283,1,0
1.34919E-3,59.82078283,0.637953904,0.019092363,1,0
1.35396E-3,60.091172749,0.63876906,0.018892443,1,0
1.36643E-3,60.363799232,0.640881533,0.018692523,1,0
1.36782E-3,60.500581171,0.641115239,0.018592563,1,0
1.37098E-3,60.774666176,0.641646384,0.018392643,1,0
1.37298E-3,61.049144505,0.641981954,0.018192723,1,0
1.37821E-3,61.324470005,0.642854987,0.017992803,1,0
1.39135E-3,61.602717714,0.645030597,0.017792883,1,0
1.39957E-3,61.8819052,0.646377524,0.017592963,1,0
1.41037E-3,62.022942491,0.648133361,0.017493003,1,0
1.42455E-3,62.307057682,0.650410878,0.017293083,1,0
1.43849E-3,62.593791256,0.652621656,0.017093163,1,0
1.4415E-3,62.881949966,0.653095366,0.016893243,1,0
1.44818E-3,63.026768064,0.654142499,0.016793283,1,0
1.45629E-3,63.317401748,0.65540426,0.016593363,1,0
1.46347E-3,63.609422867,0.656514389,0.016393443,1,0
1.46436E-3,63.755858732,0.656651498,0.016293483,1,0
1.47006E-3,64.049451008,0.657526714,0.016093563,1,0
1.47635E-3,64.34455132,0.658487944,0.015893643,1,0
1.48597E-3,64.641545408,0.659947607,0.015693723,1,0
1.49025E-3,64.790569911,0.660591367,0.015593762,1,0
1.4949E-3,65.089225228,0.661290605,0.015393842,1,0
1.51682E-3,65.391567137,0.664543626,0.015193922,1,0
1.52011E-3,65.543578091,0.66502584,0.015093962,1,0
1.52272E-3,65.848058061,0.665407901,0.014894042,1,0
1.52469E-3,66.000527475,0.66569635,0.014794082,1,0
1.54882E-3,66.308152605,0.669181548,0.014594162,1,0
1.55974E-3,66.62002308,0.670734874,0.014394242,1,0
1.56883E-3,66.776906297,0.672016942,0.014294282,1,0
1.5846E-3,67.093356949,0.674217689,0.014094362,1,0
1.58461E-3,67.251818231,0.674219129,0.013994402,1,0
1.59101E-3,67.569693186,0.675103449,0.013794482,1,0
1.60091E-3,67.888887751,0.676461895,0.013594562,1,0
1.60112E-3,68.048999634,0.676491119,0.013494602,1,0
1.61839E-3,68.371197477,0.678834437,0.013294682,1,0
1.62704E-3,68.533901075,0.679995265,0.013194722,1,0
1.65323E-3,68.862019581,0.683460385,0.012994802,1,0
1.65983E-3,69.028002474,0.684321736,0.012894842,1,0
1.6619E-3,69.360185559,0.684591227,0.012694922,1,0
1.66515E-3,69.526700526,0.68501271,0.012594962,1,0
1.68907E-3,69.862687649,0.688082073,0.012395042,1,0
1.7034E-3,70.033027257,0.689891918,0.012295082,1,0
1.70926E-3,70.374564271,0.690626151,0.012095162,1,0
1.71445E-3,70.546008996,0.691273723,0.011995202,1,0
1.73757E-3,70.89145857,0.694125838,0.011795282,1,0
1.74613E-3,71.066072037,0.695168412,0.011695322,1,0
1.75534E-3,71.416821402,0.696281731,0.011495402,1,0
1.7562E-3,71.592441799,0.696385534,0.011395442,1,0
1.76057E-3,71.768498391,0.69690977,0.011295482,1,0
1.81494E-3,72.129494479,0.703295407,0.011095562,1,0
1.83037E-3,72.312531011,0.705058901,0.010995602,1,0
1.84347E-3,72.680598881,0.706540361,0.010795682,1,0
1.8447E-3,72.865068418,0.706678024,0.010695722,1,0
1.8508E-3,73.050148569,0.707362556,0.010595762,1,0
1.85927E-3,73.421801663,0.70830709,0.010395842,1,0
1.86484E-3,73.608285279,0.70892387,0.010295882,1,0
1.88345E-3,73.796630165,0.710968963,0.010195922,1,0
1.92876E-3,74.179253649,0.715829457,0.009996002,1,0
1.93534E-3,74.372787283,0.716521349,0.009896042,1,0
1.94735E-3,74.567522102,0.717776442,0.009796082,1,0
1.9552E-3,74.763042447,0.718591229,0.009696122,1,0
1.9684E-3,75.156504835,0.719949616,0.009496202,1,0
1.97186E-3,75.353690714,0.720303335,0.009396242,1,0
1.97371E-3,75.551062179,0.72049282,0.009296281,1,0
1.98941E-3,75.75000277,0.722084721,0.009196321,1,0
2.00695E-3,76.150182338,0.723843271,0.008996401,1,0
2.00793E-3,76.350975235,0.723940729,0.008896441,1,0
2.02351E-3,76.553325763,0.725482391,0.008796481,1,0
2.02614E-3,76.755939772,0.72574147,0.008696521,1,0
2.04329E-3,77.163320917,0.727415759,0.008496601,1,0
2.05404E-3,77.368725,0.728455219,0.008396641,1,0
2.05694E-3,77.574418615,0.728733758,0.008296681,1,0
2.05851E-3,77.780269545,0.72888486,0.008196721,1,0
2.10177E-3,78.196342927,0.732975566,0.007996801,1,0
2.10593E-3,78.406936346,0.733362343,0.007896841,1,0
2.11103E-3,78.618039517,0.733834824,0.007796881,1,0
2.13927E-3,78.831966461,0.736422098,0.007696921,1,0
2.16329E-3,79.048295729,0.738583945,0.007596961,1,0
2.16366E-3,79.264661892,0.738616871,0.007497001,1,0
2.19542E-3,79.703607028,0.741420038,0.007297081,1,0
2.19799E-3,79.923406205,0.741644641,0.007197121,1,0
2.20047E-3,80.143453116,0.741860421,0.007097161,1,0
2.20318E-3,80.363771386,0.742096364,0.006997201,1,0
2.2128E-3,80.585051185,0.742928943,0.006897241,1,0
2.21894E-3,80.806945485,0.743458224,0.006797281,1,0
2.22113E-3,81.029058468,0.743646055,0.006697321,1,0
2.22661E-3,81.251719701,0.744115747,0.006597361,1,0
2.25048E-3,81.700931238,0.746140649,0.006397441,1,0
2.26344E-3,81.927275708,0.747227149,0.006297481,1,0
2.26948E-3,82.154223259,0.747729404,0.006197521,1,0
2.2944E-3,82.383662994,0.749783943,0.006097561,1,0
2.30647E-3,82.61430951,0.750766826,0.005997601,1,0
2.31398E-3,82.845707325,0.751374843,0.005897641,1,0
2.34994E-3,83.080700838,0.754244199,0.005797681,1,0
2.35885E-3,83.31658592,0.75494545,0.005697721,1,0
2.37703E-3,83.554289075,0.756363101,0.005597761,1,0
2.38156E-3,83.792444614,0.756713306,0.005497801,1,0
2.39009E-3,84.031453463,0.757371145,0.005397841,1,0
2.40456E-3,84.271909035,0.758478371,0.005297881,1,0
2.41815E-3,84.51372433,0.759509839,0.005197921,1,0
2.43972E-3,84.9995121,0.761128296,0.004998001,1,0
2.44961E-3,85.244472666,0.761862372,0.004898041,1,0
2.45404E-3,85.489876431,0.762190173,0.004798081,1,0
2.46038E-3,85.735914148,0.762657493,0.004698121,1,0
2.48719E-3,85.984633271,0.764613953,0.004598161,1,0
2.48982E-3,86.233615576,0.764804245,0.004498201,1,0
2.49764E-3,86.483379157,0.76536733,0.004398241,1,0
2.52253E-3,86.735631729,0.767143371,0.004298281,1,0
2.52274E-3,86.987905327,0.767158259,0.004198321,1,0
2.52671E-3,87.240575909,0.767439011,0.004098361,1,0
2.53558E-3,87.494133978,0.768064211,0.003998401,1,0
2.56038E-3,87.750172273,0.769793743,0.003898441,1,0
2.56737E-3,88.006909701,0.770276617,0.003798481,1,0
2.56989E-3,88.26389905,0.770450118,0.003698521,1,0
2.57667E-3,88.521566128,0.770915576,0.003598561,1,0
2.58803E-3,88.780369183,0.771691536,0.003498601,1,0
2.59119E-3,89.039487996,0.77190629,0.003398641,1,0
2.61506E-3,89.300993614,0.773516636,0.003298681,1,0
2.64005E-3,89.564998269,0.775178513,0.003198721,1,0
2.64506E-3,89.829504185,0.775508924,0.00309876,1,0
2.68892E-3,90.098396515,0.778359353,0.0029988,1,0
2.77366E-3,90.375762018,0.783665433,0.00289884,1,0
2.77717E-3,90.653479324,0.783880252,0.00279888,1,0
2.77763E-3,90.931242397,0.783908167,0.00269892,1,0
2.79308E-3,91.210550347,0.784846233,0.00259896,1,0
2.85476E-3,91.49602596,0.788511525,0.002499,1,0
2.86016E-3,91.782042085,0.788826796,0.00239904,1,0
2.92227E-3,92.074268693,0.792382941,0.00229908,1,0
2.9448E-3,92.368749001,0.793643981,0.00219912,1,0
2.96847E-3,92.665596262,0.794952001,0.00209916,1,0
2.97007E-3,92.962603699,0.795039919,0.0019992,1,0
2.98841E-3,93.261445049,0.79604117,0.00189924,1,0
3.00209E-3,93.561654202,0.796781595,0.00179928,1,0
3.05113E-3,93.866767686,0.799392804,0.00169932,1,0
3.09406E-3,94.176173688,0.801623809,0.00159936,1,0
3.11367E-3,94.487540986,0.802626746,0.0014994,1,0
3.14855E-3,94.802395886,0.804385353,0.00139944,1,0
3.2124E-3,95.123635883,0.807525104,0.00129948,1,0
3.22257E-3,95.445892864,0.808015905,0.00119952,1,0
3.23325E-3,95.769218046,0.808528737,0.00109956,1,0
3.24874E-3,96.094092452,0.809267652,0.0009996,1,0
3.28597E-3,96.42268943,0.811020061,0.00089964,1,0
3.314E-3,96.754089572,0.812318549,0.00079968,1,0
3.36565E-3,97.090654786,0.814664978,0.00069972,1,0
3.39709E-3,97.430363624,0.816064584,0.00059976,1,0
3.70033E-3,97.800396459,0.828553715,0.0004998,1,0
3.8048E-3,98.180876812,0.832472749,0.00039984,1,0
5.08111E-3,98.688988307,0.869042685,0.00029988,1,0
5.99783E-3,99.288771386,0.886792436,0.00019992,1,0
7.11229E-3,100,0.902807327,0.00009996,1,0
