Nombre,Longitud,Latitud
Cstb2dCwHB-1,-62.053173801291365,-36.5004552875766
Cstb2dCwHB-2,-62.04270997875935,-36.51015471556492
Cstb2dCwHB-3,-62.03277305895689,-36.5185166284898
ct8Drf71yJ-1,-62.08793432424993,-36.505932093014295
cW2s5uCQFI-1,-62.23316730052747,-36.62111898628207
cysQ4HDIps-1,-62.0829639130892,-36.55690444640543
czRSK7SxGe-1,-62.16380955646527,-36.395533832054504
d1MbtD6tE3-1,-62.13305439199341,-36.49918088482503
D2TLq4rrNB-1,-62.29066696263401,-36.39253530041034
d2WDpN3aWj-1,-62.05425033367831,-36.54320401689694
d30S7ZkjCC-1,-62.171196200059725,-36.31780310662841
d3DAIeb293-1,-62.05372968458004,-36.50083197229458
d3DAIeb293-2,-62.11197435767191,-36.514933636331534
D4nenGj9Sf-1,-62.08922642684632,-36.5113505241569
D5tMmXlgVq-1,-62.12941576954915,-36.43471358630437
d8JMlsYBiO-1,-62.10937478878505,-36.51815084541754
D8rc4n7qK8-1,-62.068149648241395,-36.54823211573722
D9XHonRuY9-1,-62.16641989116952,-36.47562421538621
Da14eiM4vE-1,-62.10056672241855,-36.550244725364266
dBPfEUuEyP-1,-62.16822986710465,-36.39621227619435
DCuAYEKTZR-1,-61.971831558980476,-36.579478110527674
DDDwBmgxJg-1,-62.066850857545724,-36.5020000844163
deHMmu1BmF-1,-62.087201907844864,-36.509870754728084
dEmUBohA30-1,-62.11789214260126,-36.44240869228584
dEtyiGKtIQ-1,-62.088865271685926,-36.55603772393847
dF5DV5iZ6Q-1,-62.141413946459686,-36.53601654933181
DFEQlpSGV5-1,-62.105750628568735,-36.432353731955025
DFEQlpSGV5-2,-62.10165387869587,-36.42900648934306
dFvqNJMChw-1,-62.10627901336923,-36.41724293184804
dGek69v2hg-1,-62.12500730901972,-36.505753237420535
DgTfHCCPVR-1,-62.134064642875856,-36.46740891177655
DK0besSld6-1,-62.1518073871941,-36.48785771985374
DKLnUQEkjg-1,-62.18525672767181,-36.34570117326219
dkv41I5tbX-1,-62.01127576021308,-36.51469962044031
DLP6qQERLu-1,-62.181252243307036,-36.4734762331239
dLsfVvaLIM-1,-62.10596556862005,-36.468976011683125
DLUrvNnQHp-1,-62.135677609783144,-36.52961901634013
dmTrCIRkRK-1,-62.16603050318266,-36.47541255244819
DMxrqD3Mt3-1,-62.24024702162777,-36.32785946398062
dmY0nrsPZq-1,-62.13405609139651,-36.48738938134697
DnRgIVxX9F-1,-62.3244067116354,-36.37492336397838
DnSqswxtmr-1,-62.311911226390094,-36.289841315237055
DNuqGgirWe-1,-62.15249082986779,-36.54251452548128
dPty8MuncJ-1,-62.173701718120896,-36.48059899032515
DQjIyZRaXi-1,-62.135682869447685,-36.529587627392814
DQMxmY8Df4-1,-62.06817125377822,-36.54829796130933
DQvyQEPFCZ-1,-61.77275504081713,-36.63760389254461
DrCCMKFfWA-1,-62.01171596715119,-36.519190223393174
DrCCMKFfWA-2,-62.004847519265674,-36.52112213977966
dRPU9Gh6WO-1,-62.12295252353886,-36.4883009597199
dRt9RKQN5P-1,-62.12715624327344,-36.481211929490385
DSMxUsrGEi-1,-62.113213104645965,-36.50479130721131
DSMxUsrGEi-2,-62.10157401606826,-36.51470141232921
dSwj5HXQYc-1,-62.06682947158773,-36.5019203585198
DT3QzNbmiu-1,-62.113540500207925,-36.438125100150366
DtsrYBqPtn-1,-62.081485910058994,-36.571554184762256
duHXEeCeMC-1,-62.09261958814369,-36.514038945316415
DvnaNTGr7B-1,-61.98341224464941,-36.45301193525983
dxqMvwJqRC-1,-62.11007097456533,-36.428576751202854
DYFqMKSKwI-1,-62.07360670747741,-36.49751369808523
DYFqMKSKwI-2,-62.062367568580875,-36.494655149141224
DyJg2ZcZ4h-1,-62.23313034470644,-36.62107668774719
dYk5DB2vC6-1,-62.122195261750704,-36.551273982461915
Dzqq3Hs5fI-1,-62.19190180720484,-36.383674235093906
E0bMUb9YXN-1,-62.1562836077181,-36.38916374169722
e1q5FxOvUB-1,-62.07751215492704,-36.50564811267822
e1q5FxOvUB-2,-62.076924999999996,-36.506150999999996
e1q5FxOvUB-3,-62.07661538889076,-36.50641411110949
e1q5FxOvUB-4,-62.075806,-36.507113
e1q5FxOvUB-5,-62.07462582518554,-36.508112458553676
e1q5FxOvUB-6,-62.073923,-36.508705
e1q5FxOvUB-7,-62.083782915102766,-36.56939882482352
e2e5YoDzyq-1,-62.16686661047393,-36.46666353366529
E3GSfDHjjm-1,-62.188520200317065,-36.46867749277567
E5abI9ICr6-1,-62.15863575784743,-36.46757357230698
E5QNjIxiZv-1,-62.1374271612623,-36.42752324132318
e7g9aHSWLL-1,-62.155911648299934,-36.49290642434848
E9ruBh4nKA-1,-62.15429978373932,-36.53488037049382
EBUxl0Oqa8-1,-62.18691107469418,-36.46208141893444
edBd6LhAMO-1,-62.10612270257751,-36.41732009150098
eDIJDwAHer-1,-62.11938617785195,-36.41680029571309
eDl1i5mAM1-1,-62.16080188180759,-36.400168835690664
eduRi0GCmg-1,-62.00394758579807,-36.637784533334255
EFcwGu26HB-1,-62.14636383891933,-36.52429556118822
eFlbxV2cxd-1,-62.182096303819506,-36.46766118702428
efMJkUrNWZ-1,-62.079539742433674,-36.547762929964044
Eg1ZkLEjqN-1,-62.10376017099287,-36.43269248528256
Egb7SBB1iU-1,-62.0458694038055,-36.49322628378878
EGw1BT05ED-1,-62.109446372777285,-36.518153269233956
eHoMMXnpBf-1,-62.04896346445497,-36.4982833012218
Ehvk52ZFxU-1,-62.01223105614233,-36.63558891977506
eIdBEC4G1D-1,-62.09189290811097,-36.476784660786514
eiOCttMNh4-1,-62.108751309376935,-36.51961323119319
eKbuqwOkNF-1,-62.24678876503857,-36.628823631737525
EkgDVTPw9P-1,-62.12631305735048,-36.49392576893553
eKzQLiU8sr-1,-62.16174306283894,-36.53425247479518
elAd06qz0t-1,-62.088036641985866,-36.52668190730631
eLHGh7q4Qx-1,-62.01619167218865,-36.52867167853654
ELnuvVt7wM-1,-62.10413141716766,-36.56570401236562
eLy9Ik9gbj-1,-62.2515954177457,-36.36042869038681
elYDTHPGu5-1,-62.05001912049432,-36.53859576311032
eNXPTBOlrd-1,-62.07034034501918,-36.54069388971188
eNXPTBOlrd-2,-62.07091624506982,-36.535855005032225
EOhiGd544M-1,-62.0853618334797,-36.5407210463239
eouWtqCu2j-1,-62.31801071122426,-36.37988674314966
EOXVf6u0VX-1,-62.08696314415314,-36.492837951606795
EpnKsTRvsf-1,-62.10270271360819,-36.54762143026026
EpVgBYaGnM-1,-62.07457387581106,-36.49117915856159
eQ1PxpuSP7-1,-62.12644137840158,-36.493954108680114
eR4OXCegFv-1,-62.135014431454316,-36.47255060138165
eTNWpGpcVP-1,-62.11533007651293,-36.42521114425496
eTNWpGpcVP-2,-62.115546726315735,-36.42795404093542
euSiO5tC3s-1,-62.115500854529046,-36.42572346456436
evE05oxD8O-1,-62.060900203379106,-36.49498280081963
evhdlxLi7D-1,-62.14622963671023,-36.45769276814292
evhdlxLi7D-2,-62.15067947468274,-36.464277650940666
evhdlxLi7D-3,-62.13992095705711,-36.46438561559444
eW6DAAlOL5-1,-62.111265120894764,-36.42124994755302
EwxY96VY82-1,-62.07837911343047,-36.496517656284624
EXRYdw7B3i-1,-61.96585991356426,-36.574775778370196
Ey1dSq86bf-1,-62.18707982595912,-36.4619831510007
EYMrBpNDp3-1,-62.06974338784416,-36.49306045870485
EZeIHOg5Xi-1,-62.03626988990649,-36.53126421824673
f0KaPEMFNZ-1,-62.18970317725794,-36.45595443369862
f2t0GoQSlT-1,-62.04781519101438,-36.54874188067506
F4r2aG8D6D-1,-62.155961517939545,-36.492930113208914
f5cuR3E61x-1,-62.182591897401686,-36.44736391299516
F9ALAO7U5Z-1,-62.26038565658243,-36.62277708763986
FAJGL2dJVk-1,-62.12229041553889,-36.551325921567866
FDfO0a8jp6-1,-62.0441918235219,-36.540826041431444
FDQuQiwLRr-1,-62.09912272923016,-36.46669633474158
fDyAEg44gC-1,-61.98766111848115,-36.72465337803195
fekUSiTUdQ-1,-62.113412752501894,-36.47493170826243
FENYcw2fyb-1,-62.0994540905618,-36.57352175052034
fgFa8SaUSU-1,-62.06782646822733,-36.494071858139016
fgFa8SaUSU-10,-62.072357999999994,-36.49944
fgFa8SaUSU-11,-62.07042,-36.497505
fgFa8SaUSU-12,-62.072485,-36.497319666666655
fgFa8SaUSU-13,-62.073744999999995,-36.498201
fgFa8SaUSU-14,-62.075137999999995,-36.498011
fgFa8SaUSU-15,-62.067028,-36.50083
fgFa8SaUSU-16,-62.066668862760054,-36.50100738761113
fgFa8SaUSU-17,-62.066171,-36.501484999999995
fgFa8SaUSU-18,-62.063627529516694,-36.500448680680634
fgFa8SaUSU-19,-62.065958138731816,-36.50265437676227
fgFa8SaUSU-2,-62.07489630601095,-36.497682765027335
fgFa8SaUSU-20,-62.06503259838883,-36.50199431894352
fgFa8SaUSU-21,-62.068062999999995,-36.5039565
fgFa8SaUSU-22,-62.0669,-36.502753
fgFa8SaUSU-23,-62.065805,-36.501536
fgFa8SaUSU-24,-62.068144999999994,-36.502891
fgFa8SaUSU-25,-62.068915999999994,-36.502725
fgFa8SaUSU-26,-62.069658,-36.502885
fgFa8SaUSU-27,-62.065462999999994,-36.50055
fgFa8SaUSU-3,-62.069205000000004,-36.49775533333333
fgFa8SaUSU-4,-62.073782999999985,-36.49692366666666
fgFa8SaUSU-5,-62.06603825727537,-36.5006263020728
fgFa8SaUSU-6,-62.066075,-36.500268
fgFa8SaUSU-7,-62.06923415922422,-36.497193232381285
fgFa8SaUSU-8,-62.066428605943216,-36.50317696782728
fgFa8SaUSU-9,-62.072173,-36.499231
fgl6bCnYXF-1,-62.08295475755623,-36.56420921799191
fh9ObI9tC3-1,-62.037506221231155,-36.51430105797865
fIhOAQLCxF-1,-62.10626009322472,-36.417210021830336
FiLFuQCw3P-1,-62.085436143818164,-36.54055156192695
FPchkwnIIx-1,-62.10393096916789,-36.523437957049495
FplGaiYzIs-1,-62.099562171669994,-36.526630876500725
FpNZJHnCO4-1,-62.12004676987578,-36.44702558809804
FpNZJHnCO4-2,-62.12065502204699,-36.442594449203774
FpNZJHnCO4-3,-62.119547992748544,-36.44183382583515
FPt1p123cM-1,-62.159284339048,-36.5387848855904
frpMyJScyo-1,-62.079597506714435,-36.547759606706784
fs61cyiSJ7-1,-62.132407247797296,-36.473187935164546
FTDWb2Uec3-1,-62.144686498676876,-36.406684200785705
fTJaCENeWp-1,-61.73879666023149,-36.66156533379912
Fu9hQUFdDW-1,-62.119151866750684,-36.31895726083771
Fu9hQUFdDW-2,-62.119048969582224,-36.317133054146154
Fu9hQUFdDW-3,-62.117608000000004,-36.318175499999995
FueB6JLops-1,-62.04420124598512,-36.54077672146172
FwdatctcMK-1,-62.084983889325834,-36.50817272202335
fWvQF8Od15-1,-62.12566420386097,-36.426155968006654
fwyU83JCv6-1,-62.15671504265964,-36.469921809589856
fxMetyUkH8-1,-62.1451524141638,-36.46844380953337
FygXH3xGyq-1,-62.312195822703714,-36.28972546818013
fYTMWHjUvu-1,-62.08302758892629,-36.56424107987723
fZAariu7Fe-1,-62.08966221262318,-36.52735099287864
FZneLYtRH7-1,-62.18553745708105,-36.46626853353437
fZZGLnjjvq-1,-62.07775515923103,-36.54746050895004
g0HJWdsNXQ-1,-62.174572722013814,-36.397098012020535
G1iriw2WtG-1,-62.143751793175326,-36.52293228333726
g4HDscCkeq-1,-62.11407558714609,-36.474617006195736
g4Ot3OgaZ8-1,-62.14301471609895,-36.52291534466814
G6IATcQKcP-1,-61.83434836810868,-36.692797760219065
G7fahqn5VK-1,-62.257401276239285,-36.62408827254762
G8WRkCLnqU-1,-62.09794914959891,-36.568304855599784
gaA5p9fyMc-1,-62.164508779952,-36.48573476147697
gApA3hO5WZ-1,-61.83550771665644,-36.69373188059415
GaUhJUu4Ef-1,-62.07030755335062,-36.54050185694653
gbFIUGgfOc-1,-62.10220884969968,-36.4852437103839
GBkhcVPSDo-1,-62.11119274877246,-36.42129194942525
gBVYSWCrPy-1,-61.98007312829575,-36.44100915620953
gC3siuSYOX-1,-62.085083809105356,-36.55922277410918
GCBSOXlcDI-1,-62.09909237103697,-36.46673590153883
gCm56oTlP2-1,-62.091737116791336,-36.55077121098747
gCNMsuJcTv-1,-62.1941396123445,-36.380547629678524
GctXVoZNjQ-1,-62.074981366291794,-36.55212656842843
GDiQ25w3Uh-1,-62.1350105218084,-36.47256981007854
GEd4DF4Bp3-1,-62.05090933593553,-36.54602982461025
gEZGzV41gC-1,-62.14399754615286,-36.47974063362033
gfab5CJNoF-1,-61.977527249438886,-36.575089870494615
GFYu4387qo-1,-62.15628042227725,-36.38913248770887
GfzlmI8WTL-1,-62.04597376969569,-36.49377473819118
ggGHILTaiI-1,-62.11469000454972,-36.490107717773405
ghDCosqsce-1,-62.069066690554045,-36.494900485143035
GHoqHHbAbP-1,-62.10413141716766,-36.56570401236562
Gjj49RbC4r-1,-62.0966634280553,-36.53182999493038
gjNdd9NP6y-1,-62.15925287876269,-36.386223525688386
gL5YcfPKha-1,-62.089142548545205,-36.51186269074016
gL5YcfPKha-2,-62.089644743315795,-36.503888773081776
gL5YcfPKha-3,-62.16992331257797,-36.45858721691405
GMhyCo44ii-1,-62.152478312524586,-36.473208562580375
GMhyCo44ii-2,-62.16005203636144,-36.48294338181561
GnjlMjbHQV-1,-62.16964190042481,-36.464245505419626
GnY8kJIXA2-1,-62.18875151430681,-36.458134347917046
GNzDgCGQc7-1,-62.23315710529121,-36.621115673568646
gR292upNlI-1,-62.17945676474549,-36.4761631168135
gsiVu0Hyqj-1,-62.08944773237944,-36.50114915544638
gsiVu0Hyqj-2,-62.088612194028094,-36.49446349255225
gtG8ny3aYn-1,-62.11797464624466,-36.41572110663204
gTOPpLwxri-1,-62.12162821575196,-36.42558294802189
gu2P475aJe-1,-62.09591054576629,-36.56030137589779
gue3yWd1CX-1,-62.15328541595888,-36.49062548012398
GuSoKorIqx-1,-62.15644870247924,-36.47038741649291
gv33XxGcqU-1,-62.083702650003154,-36.569426884134806
gWHaCmVm7n-1,-62.10421943310048,-36.497948232323346
gXLiQmZDwG-1,-62.182591897401686,-36.44736391299516
gYqyh03BFa-1,-62.11774407307232,-36.415733831345264
gzfmtsbCUe-1,-62.10998933321249,-36.42855268288652
gzfmtsbCUe-2,-62.09907753699403,-36.427160856557705
h32pMYwYQK-1,-62.00676731282235,-36.640082430829274
H3FeWm2jXc-1,-62.08942510661866,-36.47479691603035
H3FeWm2jXc-2,-62.1012622135202,-36.46965362125445
H3FeWm2jXc-3,-62.0954095,-36.4887735
H5xmJ7Dxwx-1,-62.09971008250222,-36.526587611759744
h78UpWcfmi-1,-62.13656423626422,-36.49654575146448
h7ynHf26i0-1,-62.11550095604133,-36.47234884211923
H9ck2o3TZU-1,-62.17191030115052,-36.461462001354235
hatUdtJ9hL-1,-62.2603164054173,-36.622754632527744
HCHdw9D7Ng-1,-62.09089734781865,-36.56560957212546
hcN4ra2ftE-1,-62.09601157177933,-36.54248926414815
hcN4ra2ftE-2,-62.104070891748485,-36.5424056030715
HcWGiVjhTm-1,-62.25393944841286,-36.621696905788085
hDcghyQs4Q-1,-62.13565329978558,-36.52956609511712
HE7oaX1JIJ-1,-62.07293192051032,-36.55088319489066
HED8tWoOXm-1,-62.05814098411493,-36.488868101807896
hemiN8pG6U-1,-62.15079611229954,-36.52542544579088
HfblgxuHVg-1,-62.045874858073425,-36.49322444664348
Hfj2kwDmsP-1,-62.068149648241395,-36.54823211573722
hfLcIoOruj-1,-62.17373639890525,-36.40264937442068
HFQXWaP59g-1,-62.08550143635391,-36.540544918396954
hFvZ4UUVGt-1,-62.066838183376,-36.547364560385546
hFvZ4UUVGt-2,-62.06969011616671,-36.54618335858528
hFvZ4UUVGt-3,-62.07173666505055,-36.54727515047867
hFvZ4UUVGt-4,-62.06975356485059,-36.54773524975805
hFvZ4UUVGt-5,-62.07050600002532,-36.54607674997105
hFvZ4UUVGt-6,-62.07024313692214,-36.54573653728613
hgfvSOoZgC-1,-62.29343049147666,-36.394388381030026
hHIWIjaJ39-1,-62.253680598921385,-36.62651178076169
hicMJcJHMP-1,-62.31320837090279,-36.2874536626926
hIgLI30eKr-1,-62.17376574601402,-36.40265056505499
hiHUyXjlry-1,-62.09428985278073,-36.478714066835835
Hjxz2GbHX7-1,-62.1720547759423,-36.47937049205143
hk3lsPSwZX-1,-62.10411660941946,-36.565663888776214
HkW6qoRjVx-1,-62.13739451408193,-36.427554036890434
hmLg8jJBUz-1,-61.98933205760743,-36.448232971583074
HmVyQHwly4-1,-62.12214798020225,-36.420548028409655
HnNeUgv9Uw-1,-62.001052947068324,-36.63532314563963
HnNeUgv9Uw-2,-61.999889333333336,-36.63867066666667
hno3ZIcbR4-1,-62.267243389216446,-36.55057494531896
HntaLlAWjn-1,-62.07725754636008,-36.506356630705035
HntaLlAWjn-2,-62.08991293426758,-36.53201052927782
HntaLlAWjn-3,-62.08983446068321,-36.53148089536976
HntaLlAWjn-4,-62.09030733333333,-36.53121366666666
HnyGiUAoZe-1,-62.01966347132065,-36.524183249066844
hQ8ceMPEHP-1,-62.14470600022075,-36.4066936189549
hQH0hc3LvY-1,-61.9872382028558,-36.71907639816632
hQH0hc3LvY-2,-61.988322855722096,-36.72315153737749
hQH0hc3LvY-3,-61.997600739688004,-36.713829112365616
hQH0hc3LvY-4,-61.991125999999994,-36.718782999999995
huEIIbvmZz-1,-62.324442323711395,-36.37494883909408
HuikGao8SC-1,-62.15630725809425,-36.389138409153205
HwDVuhPkMX-1,-62.109789035226214,-36.47821321187275
hWzGIPLGuo-1,-62.18706049244934,-36.461960224481466
hxFlfNgH6U-1,-62.056912374173535,-36.4898141604568
Hy4vlyoOBK-1,-62.30912431725275,-36.39447421583879
hYBK6lttbZ-1,-62.13131540730767,-36.42114708871768
hYBK6lttbZ-2,-62.12677358268852,-36.4240755560174
hYBK6lttbZ-3,-62.128004547022464,-36.420287993747195
HYpnLiRtUx-1,-62.06210894069139,-36.55279157243909
HzD5d1LOAn-1,-62.115525538974886,-36.425655195523255
i1XIHQZPb7-1,-62.16099030831808,-36.47911975591886
I323lQQiT2-1,-62.18022663941592,-36.47518103889609
i3bxhL2wcW-1,-62.04073209355178,-36.48460680780612
I6OwvUlW1d-1,-62.11760028826448,-36.51214038876898
i7YQN3x16O-1,-62.137829421266716,-36.427633791807715
I8TgTZVou4-1,-62.11489604446081,-36.46758443590395
i9yPwFE7Rq-1,-62.1206856850824,-36.31434780790489
IaBb1Cip3Y-1,-62.09831281774305,-36.51980797344101
IACF19BRYh-1,-62.01121028128833,-36.51938379032661
IaPGrPSdjI-1,-62.167738,-36.3945
IaPGrPSdjI-2,-62.16390140920934,-36.39554787919871
IBU1itpz9i-1,-62.11140767168375,-36.55991411652692
IceNU7SJcg-1,-62.12214171819641,-36.42009828446194
iCLC8vP2W4-1,-62.14026701562224,-36.46374813645547
iD9mujjFxw-1,-62.144012143525075,-36.47977448172017
idPgENKqtd-1,-62.19418371076149,-36.38044249469616
IeifECJEGN-1,-62.10261226780098,-36.54772275619428
iep6TITkk9-1,-62.04756737195286,-36.53803315987612
ifAvLVEM70-1,-62.155961517939545,-36.492930113208914
IFGmFGFJCg-1,-62.09172241588823,-36.55068316136526
IfJBini9D5-1,-62.15999914054011,-36.385912628115285
igk0IRoxAN-1,-62.17945425414826,-36.476083555048845
igWoeEBUU8-1,-62.28356946420245,-36.30420022996992
iGZRG5sXY4-1,-62.17684012863058,-36.34677529422721
iGZRG5sXY4-2,-62.18278002561675,-36.34829326588088
IIGeqsbsYa-1,-62.080182502023376,-36.56355168371847
IIGeqsbsYa-2,-62.077043402395134,-36.55644978087841
iIKwsSQSws-1,-62.168234883102066,-36.46666895575422
IkbkkGKgva-1,-62.144317301939466,-36.490493058933936
IKd3qTNSBX-1,-62.12215353138246,-36.55125769653697
IKd3qTNSBX-2,-62.123109,-36.555806999999994
ikRi0DkjlW-1,-62.11904534016686,-36.414091826596305
Ikyh8VjAfZ-1,-62.0820396293254,-36.563156143186056
IlemyZXQqj-1,-62.12648480754622,-36.42477177349261
ILvBHjMqrn-1,-62.24255145523184,-36.6125461431768
iLvcCB1TdA-1,-62.10939602211593,-36.51813297013106
IlvVtp2iEa-1,-62.13515630339569,-36.416213887542376
ImcCnt2EMn-1,-62.290582217409415,-36.37817863193951
ImcCnt2EMn-2,-62.295508028535245,-36.37603494337537
imx1u1HmUN-1,-62.103129469840326,-36.49722134224502
imx1u1HmUN-2,-62.100289999999994,-36.494555
InVH8koxTN-1,-62.10162771942877,-36.51465343227623
INvk6Kp0Wt-1,-61.974065319555606,-36.56819365455707
iOGpAz9Wua-1,-61.98475848685247,-36.44487891976357
iOUNTrroTH-1,-62.140220946478784,-36.46377685634206
Ip2UM6GGQh-1,-62.03939199352598,-36.49757719798578
IQWeU7kHE2-1,-62.11337299617998,-36.41136854695399
iQxsqUy1xA-1,-62.166140753728364,-36.47563416375185
iS6Uhi9PBB-1,-62.1206856850824,-36.31434780790489
is789yXbdH-1,-61.97184400903892,-36.57945600448707
isEjtHDGeE-1,-62.02916218314775,-36.53672262784727
isjVAp9PIe-1,-62.200112139247345,-36.36588449385083
isjVAp9PIe-2,-62.20397291725307,-36.360190476296445
isjVAp9PIe-3,-62.12013889875766,-36.31241857759058
iTmM62poJ4-1,-62.156963101707305,-36.493958986994755
iUmIsvHYSJ-1,-62.08549762160769,-36.54052938491686
Iv6xrYMg83-1,-62.09945632951372,-36.50337433370572
iVwtdYfSlL-1,-62.08722927170582,-36.52674100587308
Iy93Tblw6P-1,-62.2353236198832,-36.347217304783214
iyDMpngGLl-1,-62.097473166539295,-36.561448220738164
iYrLJyzu9N-1,-62.17006437138195,-36.31997674276359
iYrLJyzu9N-2,-62.17173599075663,-36.31866100586134
IyWfIGrToG-1,-62.155048437896596,-36.47063293142373
iZTYdCnXiH-1,-62.22705540498229,-36.35364264472306
j241lBAyjw-1,-62.15252437963638,-36.48446759066483
j4BWrZoT6J-1,-62.13781891994993,-36.42837387514033
j4c9kqW5hQ-1,-62.15352883916868,-36.38432409423196
J5rkYK8RFA-1,-62.15174755624222,-36.48371754996208
j6fRWZdGxa-1,-62.144431795387405,-36.49037558950049
j6fRWZdGxa-2,-62.139559504138056,-36.488429273892834
j76HLn45XI-1,-62.06051547731201,-36.545832415706386
j7wHYhTsVK-1,-62.099550716375404,-36.51525767588806
JaPklmmE9a-1,-62.17458740379984,-36.46220873770478
Jar3VXQPMt-1,-62.147212408712264,-36.53171457041038
JcFd7RVXUV-1,-62.094262887454356,-36.47869983593402
JcGDYRRAsV-1,-62.18259600789834,-36.44735548150343
JdtS3zeFR9-1,-62.091237275268256,-36.55210665100024
JeVY0ptgsQ-1,-62.18335587612712,-36.34775557525396
Jf5WwN8tAh-1,-62.15590360923321,-36.49291209843539
JfBGCpfSAf-1,-62.10971526417173,-36.51858676644723
JfH4DdhdMj-1,-62.186058117421354,-36.46458385936445
jGh1utXDHh-1,-62.14673113568058,-36.40448418333464
JHVxM3mZ3l-1,-62.10284506888917,-36.430559046838674
JHVxM3mZ3l-2,-62.10779663197642,-36.43393522004994
JieGmPHSrS-1,-62.240525378881905,-36.62477407842252
jIKlFUB4yJ-1,-62.09829103408456,-36.51980092465202
JIkrE1BIsL-1,-62.15624928488875,-36.54560624356384
JIkrE1BIsL-2,-62.15918694370279,-36.54037752016267
jJfLDaB7gC-1,-62.115574383440894,-36.31533351201678
JJPnjiFF4u-1,-62.240336513141465,-36.62487691009729
jKpGAFwxTR-1,-62.12629200204283,-36.49391016366004
jKpGAFwxTR-2,-62.08764191919193,-36.489136040404055
Jl7Xg1WvAE-1,-62.03945004157865,-36.4975522453184
jLTsrE2oBP-1,-62.12010257997933,-36.48492334316777
JmlGKOi8kf-1,-61.98469997596397,-36.44486318904981
JnaelSqwNO-1,-62.121686029666506,-36.42883354163296
jNqDLimVun-1,-62.06936734744331,-36.495552832328535
jNqDLimVun-2,-62.066881785485585,-36.502037482731026
Jnx93Ok8Bd-1,-62.06973585686398,-36.4930187179575
jOB8qvpaUj-1,-62.093988641600454,-36.48986683652352
jOB8qvpaUj-2,-62.086235920287976,-36.494826248783575
jOB8qvpaUj-3,-62.08387770866897,-36.5073669150626
jP4jeXh1PD-1,-62.045744689274386,-36.49318602912195
jP4jeXh1PD-2,-62.05767308782968,-36.498321836286635
jP4jeXh1PD-3,-62.05450027803449,-36.4959956160335
JptXJDnL8d-1,-62.093419451593945,-36.496859250090566
JpyjnCRe0G-1,-62.09228921573494,-36.494304821093706
jq8frSJtdN-1,-62.25237065876947,-36.35977503666916
jq8frSJtdN-2,-62.247523,-36.3671155
jq8frSJtdN-3,-62.247189999999996,-36.367401
jQD6fcSReo-1,-62.09369495763562,-36.57833790460664
JQFf6ayw9V-1,-62.24253782815978,-36.612571350105014
jqkdSmHeiY-1,-62.10594528737263,-36.46887486743449
jqkdSmHeiY-2,-62.10300049999999,-36.475027
jqkdSmHeiY-3,-62.10250466666666,-36.47503066666667
jQn77yZWDJ-1,-62.18015473813364,-36.47524708463049
jtDDFTIcEM-1,-62.07485599784621,-36.49110998048532
jTVQJQVMfX-1,-62.10047093496346,-36.52583457432548
jvaNNdTx3u-1,-62.19202107137482,-36.383627636019426
JVQbRjgbKb-1,-62.1111364380838,-36.42134319520285
Jw5uJ9or15-1,-62.11126476037935,-36.4210586506313
jwZhytJJX2-1,-62.2425443727083,-36.61253074328391
JxYmP5xVUW-1,-62.086820770204525,-36.509517299310716
jYktgbpWCK-1,-62.08294774114366,-36.564229940237674
Jz7D9j1fnS-1,-62.17763684769879,-36.457676137879396
K75C6C1zKL-1,-62.14470029209104,-36.40669168800153
k7jhokZEBC-1,-62.08108314372851,-36.56339671844855
k7NRfeUduT-1,-62.046243251892406,-36.539099474993165
k8ep6paWrU-1,-62.115799714711365,-36.411475995509875
K9io75stev-1,-62.09907865833367,-36.46676367793104
KADxymXBRK-1,-62.17462826790157,-36.40012819661483
kAO73UerNl-1,-62.15497374543804,-36.53900186612915
kaWoLyr2dP-1,-62.068277047618935,-36.54823969064554
kBYJa2TynM-1,-62.1561623807031,-36.53111560713443
KcKTtEs7Fj-1,-62.09188018483534,-36.535165751901665
KD6VfT3R7F-1,-62.151923283881466,-36.46039740398416
kdGiTVE9G8-1,-62.08899348374735,-36.55563128828734
KdkXpLahAx-1,-62.04430186727332,-36.551583232947216
kDRxDhronH-1,-62.09006691038141,-36.51210961553013
KeNgJHfn2w-1,-62.15933157036117,-36.46695395492195
KeNTXNDkaT-1,-61.97470829761547,-36.600502463833195
kfgQFOH4Tn-1,-62.319576516694674,-36.37103854009315
kfgQFOH4Tn-2,-61.962303130374806,-36.53976668527931
kfgQFOH4Tn-3,-61.74350155598739,-36.65930816284912
kFJvjZNLWN-1,-62.09089940907565,-36.56559440868691
KGPuoweTyw-1,-62.121693593469935,-36.42877840172191
KhExUspe8Q-1,-62.10413959369991,-36.565721990092335
khfqup1gEM-1,-62.023867449484484,-36.522402395014495
KhSTSNsu1B-1,-62.18625454911938,-36.45046257077176
kiSXpaXP7k-1,-62.101900205821885,-36.48444309842276
Kj7wNxYwZX-1,-62.11470043592549,-36.49010500448637
Kkk2QyFjDV-1,-62.08514916177415,-36.50237788482377
KKxLOc3kgy-1,-62.113087380965375,-36.50468518897703
KKxLOc3kgy-2,-62.101731738525736,-36.51471693434656
KKxLOc3kgy-3,-62.10734133333333,-36.50531466666666
KMP8xmbDeh-1,-62.11559789978576,-36.54607156333189
kOCI1Neoqf-1,-62.13565099385989,-36.52957985445115
KOlAfLYUQt-1,-62.06819079340798,-36.548274053505544
