Nombre,Longitud,Latitud
7rri6a6kjC-1,-62.044209688240684,-36.540813899261195
7SxecklFy3-1,-62.04431984226742,-36.55153825570045
7SXXgJSfjC-1,-61.74327471294158,-36.65956504916179
7XTDDizb2X-1,-62.12678713060392,-36.48030618585827
82HI9q91OY-1,-62.12920887582407,-36.42237168110589
845Y4ga4cV-1,-62.16731767266803,-36.397495229474345
892kSUIXJ6-1,-62.29045263845204,-36.31083650988939
8aYwan5kr5-1,-62.12711089938663,-36.48128056713975
8Bg3TfnPdl-1,-62.01664242606838,-36.51918800696066
8CPedUjAYh-1,-62.04593328556428,-36.49368917828028
8dZlETO87k-1,-62.152439438185766,-36.54248127598375
8h6bm0FqST-1,-61.980065537116246,-36.57221030865838
8HAIr21m9G-1,-62.11469026083712,-36.49011853920588
8kHCUvjBw9-1,-62.07910189164607,-36.53066517998974
8NeIBgyKT2-1,-62.11311333364633,-36.47424357487077
8NpzI1hMo2-1,-62.17087216323145,-36.400412039498036
8nSNpteopC-1,-62.18555026891205,-36.46624553633077
8qEcKlOXDp-1,-62.092135226703846,-36.549272666019434
8qvQSnYOHk-1,-62.13377580083473,-36.42572642543965
8tIvJ5AauW-1,-62.08510556975079,-36.55922165964787
8WHbSA6CNX-1,-62.10217080660067,-36.52511420970037
8ZhvabeKuO-1,-62.12172858771686,-36.428897010297526
8ZhvabeKuO-2,-62.11980633719182,-36.42297222465177
8ZIrDLsyof-1,-61.971864020548644,-36.57938627651525
93tAcnW4Ru-1,-62.0590394466302,-36.487979385279715
95q2MwSxAK-1,-62.12700209370134,-36.48102337907841
95VR1QwoEp-1,-62.04427275482065,-36.5516103158052
95xvlOV8Ub-1,-62.088919485648574,-36.555616401589596
97DnQiGgsC-1,-62.084007210614985,-36.50768434845889
97DnQiGgsC-2,-62.081766746755974,-36.501465470996756
98GQ8w3BIz-1,-62.11673735895272,-36.41778884746856
99ANZoojSs-1,-62.11117274996617,-36.42130593432456
99NQkpaq2x-1,-62.16725750435776,-36.39748012873759
99nwn9Vham-1,-62.136039626404056,-36.48801635669027
9AkXMeQi29-1,-62.07320318693599,-36.505164972089325
9bLvxRxnFH-1,-62.15019443467568,-36.5149952876002
9fXC6XZgKJ-1,-62.17044992888577,-36.39774400982738
9HALgFeddQ-1,-62.047464007615794,-36.538094664102125
9IMhCSPEjN-1,-62.1298100981326,-36.42180747159671
9IMhCSPEjN-2,-62.12362782047021,-36.4240977572876
9KhBA5i6d9-1,-62.07914507885301,-36.53069366373519
9kTyrZAC09-1,-62.08454756358954,-36.48858063940615
9lXL8Tfh1P-1,-62.01435884072019,-36.51196851065779
9OTvbDtaep-1,-62.08625393034643,-36.4948278658542
9OTvbDtaep-2,-62.08418055121574,-36.50722264879118
9OTvbDtaep-3,-62.0940203712706,-36.489870697012435
9PDrpFwmIR-1,-62.09178742986151,-36.55101436886182
9tlNwlfUPi-1,-62.12003007571615,-36.48489565097485
9US6bu1jiy-1,-62.10913809243911,-36.50774362936235
9vojMh4XUw-1,-62.18374331084235,-36.45798833217207
9vojMh4XUw-2,-62.17201670698799,-36.47934091964216
9wX8X4u0T8-1,-62.11663025819551,-36.41627393485932
9X9w9SDnyY-1,-62.14742488286911,-36.519837390925844
9XM3b5m7HL-1,-61.97532920480535,-36.44838587001113
9yYbqFPw1q-1,-62.111369935971105,-36.55990313164017
9Z6tEoIb3E-1,-62.129861556950985,-36.42175722455656
9Z6tEoIb3E-2,-62.121740418227105,-36.42877937701673
9Z6tEoIb3E-3,-62.12967247730983,-36.41804783147032
9Z6tEoIb3E-4,-62.13033,-36.418368
9ZD8NUoPaX-1,-62.31349383486972,-36.28740319251776
a0prIyhRz6-1,-62.18523298395014,-36.34574431726192
a1tNLGq0zH-1,-62.109194688129364,-36.54224164333462
A37COPJ8SU-1,-62.14485913892639,-36.471554428253015
A37COPJ8SU-2,-62.14291252682213,-36.47064694726202
A37COPJ8SU-3,-62.142336,-36.469846
A37COPJ8SU-4,-62.14205399999999,-36.4696605
A37COPJ8SU-5,-62.140678666666666,-36.46849866666666
A37COPJ8SU-6,-62.14563382931442,-36.46795122021553
a4OM6oLLYY-1,-62.167240174463664,-36.47400323274869
a5yFvDyt3t-1,-62.11064739848523,-36.50664938459725
a7jaVQ5ZjS-1,-62.308922077800325,-36.37711393702717
A7mh3QiYZZ-1,-62.10621341578112,-36.41724482896845
A8q4hIPDr5-1,-61.983392032848215,-36.45300078790293
Aa2Y6fbMNe-1,-62.154152518740815,-36.51802766111338
aA4SeaBcUM-1,-62.12569336637256,-36.426175762311196
aBOJrq7kdr-1,-62.15340793448106,-36.52800837366696
abRCN2RMnC-1,-62.0851180800498,-36.559148866593574
AcETIG2up6-1,-62.064605625796126,-36.48334431741791
aDJQ16oqpR-1,-62.10175247068804,-36.52596741821787
AdtBgswaOo-1,-62.17665317951901,-36.460517638703685
AdtBgswaOo-2,-62.181027905420684,-36.461466358865245
AGGp73z9HJ-1,-62.11054965111399,-36.50656469853339
AimgRZM66l-1,-62.06803898903445,-36.548360205184906
aiQGAwpnDn-1,-61.996135454698845,-36.71499266496871
ajIj79DYmg-1,-62.07498709620133,-36.54448068368927
akM1Isbhxk-1,-62.10628382937076,-36.417228335236224
akWpbsA4C7-1,-62.066832800451834,-36.50198082362674
aL0fNdRKrf-1,-62.12215440220886,-36.42055554441142
aLMFOMl2Nx-1,-62.24683047186278,-36.36523475682494
aLMFOMl2Nx-2,-62.25293924941752,-36.35918573492952
AlsWU5B3C4-1,-62.075030747000106,-36.55221465804132
AN6REXodtE-1,-62.08784717994153,-36.52641207007882
anhaGoA1YM-1,-62.13594484609674,-36.488025542594514
anpHZOo5Lo-1,-62.297673682982996,-36.292646709112134
aohQuCjNwU-1,-62.17092185719973,-36.400481750430615
apSM2TJ8W2-1,-62.001063575366786,-36.635380356198716
aQnWE4YyF5-1,-61.73795246765421,-36.65937259550825
aQnWE4YyF5-2,-61.72772551830023,-36.66524956928864
Ar9tzjCDGC-1,-62.12518546447882,-36.505705598575545
as6Ye17nLE-1,-62.1825545489258,-36.4472737816357
as6Ye17nLE-2,-62.177406000000005,-36.44611833333333
ATpFRb6ms4-1,-62.08511265842739,-36.5592077910476
atuitmTJRA-1,-62.177651682908255,-36.45765213001539
avBur9Mowc-1,-62.15615894982867,-36.53109334406961
avfDcNC3GG-1,-62.10411030322276,-36.56567957476793
AVnLaXcaSK-1,-62.1435581787953,-36.534187989715285
awfcgYwkus-1,-62.1439894585599,-36.47978910083654
axqVQtV59v-1,-62.05418485124754,-36.54316952153373
AxwJC3jQqX-1,-62.1440126843779,-36.479760743790585
ayaYXje3Im-1,-62.097315341199135,-36.57530821994865
AYBvrgbBmB-1,-62.1722561880688,-36.46330708824063
b14hiOn92R-1,-62.115498564296324,-36.47461667307699
B74Ymx254m-1,-62.11925822881183,-36.41678174148676
b8MxOU7JQq-1,-62.11512983063809,-36.473673854657584
bAkeiNNEvO-1,-62.25553028078513,-36.623959610511676
baL8gQnXpF-1,-62.04021280040456,-36.54417470025376
bDEWgy7jGJ-1,-61.83635875670377,-36.69465535832173
BE4OxEqxGI-1,-62.22887019112515,-36.35608444208614
BE4OxEqxGI-2,-62.22751385605236,-36.35355802331589
bEDQDLVXqN-1,-62.077560914969915,-36.50896682639042
bFxJ9TMrqh-1,-62.08507845642766,-36.53063366630055
BhAP6CBRTa-1,-62.13155498927003,-36.42031393036952
BhFLLLg3V3-1,-62.18344302856234,-36.46037625903806
bhTebZ6Fev-1,-62.153847478382374,-36.53482913587385
Bhw7Su9nyv-1,-62.14251644593584,-36.53443385143672
BIENqcsrf7-1,-62.32123439739308,-36.37750291819997
bILIYDClFO-1,-62.137495131992104,-36.47455644781418
BITwDY3w2z-1,-62.09123316385078,-36.55217552475066
BJMfLJqYWR-1,-62.08535044427681,-36.507979547349336
BKNh3TiPy3-1,-62.11849991319834,-36.50049323974988
BLiWOoHFsv-1,-62.26007025077148,-36.62225998606029
blNWp7E1E9-1,-62.09091562102323,-36.56156150459506
blNWp7E1E9-2,-62.09176702395633,-36.55073845507208
BlyfKXLRfH-1,-62.17137341341243,-36.461045055008654
bmCxkaRqtr-1,-62.06185296113045,-36.552973287137384
BMd6U71ptk-1,-62.16002498944277,-36.3859001334134
bmMjsgpKPT-1,-62.150568349605344,-36.46405420628134
bn4kT3geXQ-1,-62.172072549390926,-36.47937057068356
bnOva3rByK-1,-62.07559666760416,-36.56657916637747
bnOva3rByK-2,-62.07159004094565,-36.558344271177106
bnqNTkepEM-1,-62.065527896761,-36.49931030103955
bNswSRfW0Z-1,-62.069921806122686,-36.56142741249565
bNswSRfW0Z-2,-62.06739546573679,-36.55312589444233
bp04ypLu6X-1,-62.139736928309176,-36.526130371880946
Bq97ZqrXPF-1,-62.137449374378505,-36.42754849409636
brjZe4gr1c-1,-62.15449759478093,-36.49228822697804
BrLkeiwCrP-1,-62.09911903218522,-36.42714747612596
BrLkeiwCrP-2,-62.17214223961788,-36.45978852010876
BSP9jaucz4-1,-62.173024634913205,-36.45409078731586
bSU87laXkY-1,-62.16447396476529,-36.46979135251109
bSU87laXkY-2,-62.17010989370135,-36.47475698810738
bSU87laXkY-3,-62.16868532328441,-36.47110824934171
bSU87laXkY-4,-62.16944733333334,-36.47169866666666
bSU87laXkY-5,-62.166733,-36.469588
bSU87laXkY-6,-62.167964,-36.470545666666666
BsZOxfRj6h-1,-62.18635792107336,-36.450538248509474
bT2BjNyT7u-1,-62.09549401712416,-36.55506869996088
bT2BjNyT7u-2,-62.17589448337917,-36.34555187389734
BtbNpaMK7S-1,-62.30488260351712,-36.29558133429313
btWH3VcbJW-1,-61.97402266301823,-36.57912756706108
BuFHBrXYG4-1,-62.17681294594111,-36.453783688392754
bUM5Yi4YtB-1,-62.252030111109676,-36.36325066666664
bUM5Yi4YtB-2,-62.19407946563654,-36.3804438147154
Bv8FKfRzMh-1,-62.0291631035008,-36.53671608849651
bVGhSdf1aF-1,-61.77752841691874,-36.639381573723696
BxdqaKPX5L-1,-62.10424993260701,-36.49797357226739
bXFcwo4WVp-1,-62.05152973440397,-36.54172999242029
BxKmfvavSr-1,-62.322904334873044,-36.36818770049463
bXWmrcYlWA-1,-62.17089072060579,-36.4004371629799
BYjHls2mYo-1,-62.12518457890533,-36.505691984767125
bYS9oHvGCU-1,-62.23616925793314,-36.62683555516893
BYTT4T0afn-1,-62.05573844991271,-36.49890163064918
bZaVaYuDfr-1,-62.08761614221819,-36.527039075969206
bZSMK6XLAw-1,-61.996114875962995,-36.715030087346086
c1WFRRjURw-1,-62.0884092483656,-36.526680746587864
C21x8cAvBh-1,-62.12834146399386,-36.492211677216254
C3p3YGx3M7-1,-62.14139873319477,-36.53592868261166
C448Lh4A4k-1,-62.160105256392455,-36.400939871039014
c4FEkBhHEl-1,-62.08780400929569,-36.5260172047122
C5TgDZSn7D-1,-62.060513194910406,-36.545832782534845
C6CXNV24Ep-1,-61.972241757596024,-36.576247728667944
C6CXNV24Ep-2,-61.968005039802996,-36.57850325339448
c7FaninjVE-1,-62.2025040398196,-36.363516916793806
c7NOiLtkwr-1,-62.0694710719621,-36.557076029244676
c8kiNNw4bT-1,-62.164603890038656,-36.48570398569334
c8UEYSK5Ch-1,-62.10014566477049,-36.52659722041057
C9bn6WUnZm-1,-62.05817245708799,-36.488855453614406
C9tN6WyVND-1,-62.091624310132154,-36.51333856834114
c9YLN3C43i-1,-62.118604476343094,-36.49304877086118
c9YLN3C43i-2,-62.111650500107224,-36.487734101161294
cALHJTfinw-1,-62.25436997834686,-36.6218548019978
Cb1auMQcOc-1,-62.146523380338884,-36.457822311899044
Ccb3h5pN4E-1,-62.118863770773594,-36.44545013160567
CCFej5FHTL-1,-62.14736228575274,-36.51986322122353
CdRgCuDOmc-1,-62.088963548122486,-36.555666375034356
cDW0favRWc-1,-62.32293284677469,-36.36820220988627
ceWR4bbys5-1,-62.06702145015496,-36.49585354377864
CfbEiNe968-1,-62.24256502686583,-36.61259085799694
cFiNwX8WlI-1,-62.148188,-36.461155
cFiNwX8WlI-2,-62.150552185118904,-36.46414170813639
cfp76BKRz6-1,-62.182653897313216,-36.447370384814654
cFQyDDXLQC-1,-62.13773476576341,-36.42760320147893
cHw6uua8qX-1,-62.09539807643571,-36.5197726082279
CHZnqplAh0-1,-62.064692468813675,-36.551136042532946
CHZnqplAh0-2,-62.06928811430903,-36.556914591333836
CHZnqplAh0-3,-62.065259999999995,-36.551555
CHZnqplAh0-4,-62.065675999999996,-36.551843
cigyovFrEu-1,-62.25458329152393,-36.35785574652464
cigyovFrEu-2,-62.246438389849104,-36.36450103955625
CIteev8x4e-1,-62.072929076013075,-36.55087418052333
cIUBgSq8Cw-1,-62.1017816000624,-36.541517319306706
ciXqbhH6gY-1,-62.114552013834135,-36.42582720909314
cjHU1XWCmS-1,-62.063454385723304,-36.49663763823696
cJOZUfJpXB-1,-62.14275479763565,-36.534896257294086
cJrB7WJRn3-1,-62.12050303724632,-36.4853237819697
ClRgLsnZIL-1,-62.05090547967492,-36.5459980909001
cluI5XSCk1-1,-62.08554137739074,-36.502615561108954
cluI5XSCk1-2,-62.08071355331692,-36.49855576801194
cluI5XSCk1-3,-62.07890713333329,-36.502536339799896
cluI5XSCk1-4,-62.07813324114568,-36.50170078424079
cluI5XSCk1-5,-62.081084845875615,-36.496054797392034
cMCwxbCKqY-1,-61.97186411421677,-36.579522191267024
cmFycIJXty-1,-62.173481261654935,-36.45761361785556
CNKtzYmpej-1,-62.16315233365534,-36.46086124582199
CNKtzYmpej-2,-62.170863083487276,-36.46782580116207
CNKtzYmpej-3,-62.16517311396011,-36.46381258689458
co5hNAOxE0-1,-62.09751569418822,-36.56146599066484
CoFbcyKrEP-1,-62.10178147272673,-36.52601034914107
cogFUXe2Qp-1,-62.126837660255546,-36.480318625930344
CoO9sPRxI3-1,-62.151884256592886,-36.46038824989829
CPjcY7i5PP-1,-62.08120895271017,-36.508660429889
cPXcP97LBw-1,-62.04106641019992,-36.543408314537444
cRiZCZtTE3-1,-62.096721906123676,-36.53231413967168
CsE6p7svrG-1,-62.10593897101442,-36.55330361515467
cSMGbq3Bx3-1,-62.1712013081027,-36.3177865425029
CsPQYMGgLP-1,-61.75143107427201,-36.644831976141134
CsPQYMGgLP-2,-61.75159118542995,-36.649038680859796
CsPQYMGgLP-3,-61.7519085,-36.6493455
